actor,nepo,n_films,won_national,won_filmfare
Abhishek Sethiya,False,1,False,False
Mona Wasu,False,1,False,False
Amitabh Dayal,False,1,False,False
Usha Naik,False,1,False,False
Krishna Singh Bisht,False,1,False,False
Jinal Belani,False,1,False,False
Anirudh Loka,False,1,False,False
Daina Khan,False,1,False,False
Veenah Naair,False,1,False,False
Divya Dwivedi,False,1,False,False
Danish Husain,False,1,False,False
Charapreet Insan,False,1,False,False
Uttara Baokar,False,1,False,False
Attin Bhalla,False,1,False,False
Arisht Jain,False,1,False,False
Jhataleka Malhotra,False,1,False,False
Jibraan Khan,False,1,False,False
Rumana Molla,False,1,False,False
Janardhan,False,1,False,False
Dilbagh Singh,False,1,False,False
Shardul Bhardwaj,False,1,False,False
Saurabh Malik,False,1,False,False
Priya Bathija,False,1,False,False
Reshmi Ghosh,False,1,False,False
Vibhinta Verma,False,1,False,False
Aisha Ahmed,False,1,False,False
Elvis Chaturvedi,False,1,False,False
Gagan Dev Riar,False,1,False,False
Ketki Dave,False,1,False,False
Bhaumik Sampat,False,1,False,False
Sachiin J Joshi,False,1,False,False
Jitin Gulati,False,1,False,False
Sajal Ali,False,1,False,False
Urmilaa Mahanta,False,1,False,False
Hitesh Bhojraj,False,1,False,False
Shaneel Sinha,False,1,False,False
Rhehan Malliek,False,1,False,False
Bappi Lahiri,False,1,False,False
Karan Tacker,False,1,False,False
Keerti Gaekwad Kelkar,False,1,False,False
Melanie Kannokada,False,1,False,False
Shyamlal Yadav,False,1,False,False
Ninad Mahajani,False,1,False,False
Gaurav Sareen,False,1,False,False
Shoaib Ibrahim,False,1,False,False
Nikhil Chinappa,False,1,False,False
Vineet Sharma,False,1,False,False
Sonia Goswami,False,1,False,False
Sardar Sohi,False,1,False,False
Shobhit Sujay,False,1,False,False
Jyoti Dogra,False,1,False,False
Vinay Apte,False,1,False,False
Vijay Sanap,False,1,False,False
Soundarya Sharma,False,1,False,False
Riva Arora,False,1,False,False
Kuldip Ruhil,False,1,False,False
Freida Pinto,False,1,False,False
Kishore Kumar G,False,1,False,False
Akhil Kapur,False,1,False,False
Navneet Kaur Dhillon,False,1,False,False
Sneha Singh,False,1,False,False
Aida Al-Khashef,False,1,False,False
Dinesh Lal Yadav,False,1,False,False
Jeetendra,False,1,False,False
Kavya Thapar,False,1,False,False
Namitha,False,1,False,False
Namrata Sawhney,False,1,False,False
Raju Mavani,False,1,False,False
Manav Gohil,False,1,False,False
Mithilesh Chaturvedi,False,1,False,False
Monali A,False,1,False,False
Sachin Tendulkar,False,1,False,False
Shammi Kapoor,False,1,False,True
Swaroopa Ghosh,False,1,False,False
Benedict Garrett,False,1,False,False
Suhas Palshikar,False,1,False,False
Neha Pawar,False,1,False,False
Pradhuman Singh,False,1,False,False
Jawed Sheikh,False,1,False,False
Aakshath Das,False,1,False,False
Harshaali Malhotra,False,1,False,False
Reem Shaikh,False,1,False,False
Kumar Mayank,False,1,False,False
Padmapriya Janakiraman,False,1,False,False
Samar Virmani,False,1,False,False
Trimala Adhikari,False,1,False,False
Kamal Sadanah,False,1,False,False
Neelam Singh,False,1,False,False
Vipino,False,1,False,False
Madhavi Sharma,False,1,False,False
Anjula Singh Mahor,False,1,False,False
Disha Choudhary,False,1,False,False
Mukesh Ahuja,False,1,False,False
Anil Mange,False,1,False,False
Harshh Vardhan Singh Deo,False,1,False,False
Monal Gajjar,False,1,False,False
Rohit Arora,False,1,False,False
TJ Bhanu,False,1,False,False
Candy Clark,False,1,False,False
Veeraj Rao,False,1,False,False
Vaibhav Mathur,False,1,False,False
Jesse Randhawa,False,1,False,False
Romit Raj,False,1,False,False
Sameer Kevin Roy,False,1,False,False
Kaishav Arora,False,1,False,False
Shilpa Tulaskar,False,1,False,False
Gopal K Singh,False,1,False,False
Dhvani Bhanushali,False,1,False,True
Gayatri Patel,False,1,False,False
Dilnaz Irani,False,1,False,False
Chayan Chopra,False,1,False,False
Gulki Joshi,False,1,False,False
Madhuri Bhatia,False,1,False,False
Antra Vishwas,False,1,False,False
Ajay Kumar,False,1,False,False
Shailendra Pande,False,1,False,False
Amit Purohit,False,1,False,False
Shraddha Gaikwad,False,1,False,False
Erika Kaar,False,1,False,False
Anmol Dhillon,False,1,False,False
Kumar Gaurav,False,1,False,True
Rajesh Kava,False,1,False,False
Saranya Sharma,False,1,False,False
Asif Ali,False,1,False,False
Bhasha Sumbli,False,1,False,False
Jyoti Sharma,False,1,False,False
Mann Bagga,False,1,False,False
K K Raina,False,1,False,False
Shivani Ghai,False,1,False,False
Barbara Mori,False,1,False,False
Kenton Duty,False,1,False,False
Ayesha Khaduskar,False,1,False,False
Sendhil Ramamurthy,False,1,False,False
Akkineni Nagarjuna,False,1,False,False
Elahe Hiptoola,False,1,False,False
Rajan Verma,False,1,False,False
Iqbal Khan,False,1,False,False
Arshin and Sandeep Anand,False,1,False,False
Shanaya Kapoor,True,1,False,False
Mustafa Burmawalla,False,1,False,False
Naila Grewal,False,1,False,False
Naomi Campbell,False,1,False,False
Preeya Kalidas,False,1,False,False
Ahmer Haider,False,1,False,False
Saahil Prem,False,1,False,False
Tarina Patel,False,1,False,False
Suraj,False,1,False,False
Mahesh Balraj,False,1,False,False
Vijay Kashyap,False,1,False,False
Ali Kazmi,False,1,False,False
Priya Prakash Varrier,False,1,False,False
Indrasish Roy,False,1,False,False
Natasha Sikka,False,1,False,False
Chetan Sharma,False,1,False,False
Khalid Abdalla,False,1,False,False
Rituparna Sen,False,1,False,False
Shahidul Alam Sachchu,False,1,False,False
Kshitee Jog,False,1,False,False
Lakshvir Singh Saran,False,1,False,False
Lena Christensen,False,1,False,False
Mayank Tewari,False,1,False,False
Abbas,False,1,False,False
Kanikka Kapur,False,1,False,False
Vivek Sudershan,False,1,False,False
Kenny Basumatary,False,1,False,False
Patralekhaa,False,1,False,False
Homi Wadia,False,1,False,False
Anagha Mane,False,1,False,False
Lushin Dubey,False,1,False,False
Sameer Ali Khan,False,1,False,False
Gurleen Choter,False,1,False,False
Jitu Shivhare,False,1,False,False
Anuraag Malhan,False,1,False,False
Bindu,False,1,False,True
Aarya Kumar,False,1,False,False
Mousam Sharma,False,1,False,False
Pihu Sharma,False,1,False,False
Remo D'Souza,False,1,False,False
Rudraksh Pundhir,False,1,False,False
Prince Sodhi,False,1,False,False
Aftab,False,1,False,False
Amarjeet Shukla,False,1,False,False
Sachin Pilgaonkar,False,1,False,False
Ziyah Vastani,False,1,False,False
Vijayendra Ghatge,False,1,False,False
Manish Chauhan,False,1,False,False
Anuj Chaudhary,False,1,False,False
Malvika Raaj,False,1,False,False
Jaya Bhaduri,False,1,False,False
Sartaj Singh Pannu,False,1,False,False
Ravi Mann,False,1,False,False
Mukesh Manas,False,1,False,False
Helena Prinzen Klague,False,1,False,False
Karan Mehra,False,1,False,False
Dweep Raj Kochhar,False,1,False,False
Neha Bhatt,False,1,False,False
Rakesh Shrivastav,False,1,False,False
Tanmay Ssingh,False,1,False,False
Manish Gupta,False,1,False,False
Sheetal Bedi,False,1,False,False
Navniit Nisshan,False,1,False,False
Shweta Pandit,False,1,False,False
Ben Kingsley,False,1,False,False
Kaustav Sinha,False,1,False,False
Shrikant Verma,False,1,False,False
Pearle Maaney,False,1,False,False
Jennifer Winget,False,1,False,False
Akhil Mishra,False,1,False,False
Shruti,False,1,False,False
Lanuakum Ao,False,1,False,False
Sumit Arora,False,1,False,False
Raja,False,1,False,False
Shraddha Sharma,False,1,False,False
Nitya Shetty,False,1,False,False
Shriya Sharma,False,1,False,False
Neha Chaterji,False,1,False,False
Aditya Roy Kapoor,False,1,False,False
Himanshu Thakkar,False,1,False,False
Alice Patten,False,1,False,False
Suman,False,1,False,False
Keith Allen,False,1,False,False
Mishti Singh,False,1,False,False
Ravibabu,False,1,False,False
Sunil Barve,False,1,False,False
