actor,nepo,n_films,won_national,won_filmfare
Sachin Chaubey,False,1,False,False
Vishwa Mohan Badola,False,1,False,False
Ashish Verma,False,1,False,False
Bhagwan Tiwari,False,1,False,False
Kunal Kohli,False,1,False,False
Sayantika Banerjee,False,1,False,False
Aishwarya Raj Bhakuni,False,1,False,False
Diiva Dhanoya,False,1,False,False
Pooja Bharti,False,1,False,False
Amartya Ray,False,1,False,False
Akash Chopra,False,1,False,False
Vineeth,False,1,False,False
Atul Tiwari,False,1,False,False
Shubhi,False,1,False,False
Yuvraj Menda,False,1,False,False
Divya Singh,False,1,False,False
Kamya Panjabi,False,1,False,False
Mia Maelzer,False,1,False,False
Girish Thapar,False,1,False,False
Sahil Khattar,False,1,False,False
Sakshi Shivanand,False,1,False,False
Arjun Sarja,False,1,False,False
Sumit Kaul,False,1,False,False
Narendra Bedi,False,1,False,False
Armaan Sandhu,False,1,False,False
Churni Ganguly,False,1,False,False
Ahaan Panday,True,1,False,False
Hardik Sanghani,False,1,False,False
Dhananjai Shrestha,False,1,False,False
Meherzan Mazda,False,1,False,False
Ibra Khan,False,1,False,False
Kabir Nanda,False,1,False,False
Kishore Anand Bhanushali,False,1,False,False
Richa Kalra,False,1,False,False
Anu Chengappa,False,1,False,False
Kherin Sharma,False,1,False,False
Ashnoor Kaur,False,1,False,False
Lankesh Bhardwaj,False,1,False,False
Yaushika Verma,False,1,False,False
Venya,False,1,False,False
Raj Kumar Yadav,False,1,False,False
Amit Sharma,False,1,False,False
Neelu Dogra,False,1,False,False
Manish Bishla,False,1,False,False
Shrey Chhabra,False,1,False,False
Aditi Saigal,False,1,False,False
Pooja Salvi,False,1,False,False
Preet Kamal,False,1,False,False
Pallavi Kulkarni,False,1,False,False
Hussain Khan,False,1,False,False
Anuj Saxena,False,1,False,False
Abuli Mamaji,False,1,False,False
Naila Grrewal,False,1,False,False
Rahul Aggarwal,False,1,False,False
Baba Sehgal,False,1,False,False
Gamya Wijayadasa,False,1,False,False
Siddharth Bharadwaj,False,1,False,False
Vipasha Agarwal,False,1,False,False
Giaa Manek,False,1,False,False
Shayan Munshi,False,1,False,False
Ronit Bose Roy,False,1,False,False
Sunil Dutt,False,1,False,True
Harsh Khurana,False,1,False,False
Gaurav Shankar,False,1,False,False
Toby Stephens,False,1,False,False
Neeraj Singh,False,1,False,False
Purbi Joshi,False,1,False,False
Sunny Gill,False,1,False,False
Ugam Khetani,False,1,False,False
Vikas Bhardwaj,False,1,False,False
Sudeepa Singh,False,1,False,False
Kiku Sharda,False,1,False,False
Deepak Shirke,False,1,False,False
Kiran Jhanjhani,False,1,False,False
Rishi Bhutani,False,1,False,False
Aparajita,False,1,False,False
Mallika Kapoor,False,1,False,False
Abhay Joshi,False,1,False,False
Ranbir Chakma,False,1,False,False
Aditya Pratap Singh,False,1,False,False
Nusrat Imrose Tisha,False,1,False,False
Bupesh Singh,False,1,False,False
Mohinder Gujral,False,1,False,False
Aishwarya Sakhuja,False,1,False,False
Meghna Malik,False,1,False,True
Adivi Sesh,False,1,False,False
Dilip Thadeshwar,False,1,False,False
Neha Ahuja,False,1,False,False
Hetal Gadda,False,1,False,False
Rishi Saxena,False,1,False,False
Sachin,False,1,False,False
Cleo Issacs,False,1,False,False
Swara Bhasker,False,1,False,False
Arjun Gupta,False,1,False,False
Rishma Malik,False,1,False,False
Adithya Menon,False,1,False,False
Devendra Chauhan,False,1,False,False
Yash Daasguptaa,False,1,False,False
Jay Thakkar,False,1,False,False
Parvesh Rana,False,1,False,False
Jaya Ahsan,False,1,False,False
Eisha Singh,False,1,False,False
Amit Khanna,False,1,False,False
Arpita Pal,False,1,False,False
Zoya Rathore,False,1,False,False
Amy Aela,False,1,False,False
Rinzing Denzongpa,False,1,False,False
Dharmesh Vyas,False,1,False,False
Sunil Sabarwal,False,1,False,False
Pranay Pachauri,False,1,False,False
Arjun Bijlani,False,1,False,False
Atharvaa,False,1,False,False
Mangal Singh,False,1,False,False
Pradeep,False,1,False,False
Sachin Khari,False,1,False,False
Neetha Mohindra,False,1,False,False
Raja Murad,False,1,False,False
Nishma Soni,False,1,False,False
Moon Moon Sen,False,1,False,False
Rashmi Gautam,False,1,False,False
Satnam Kaur,False,1,False,False
Susheel Parashar,False,1,False,False
Manish Chaudhari,False,1,False,False
Riva Kishan,False,1,False,False
Jagdeep,False,1,False,False
Pratibha Ranta,False,1,False,True
Sanjay Pandey,False,1,False,False
Amit Riyaan,False,1,False,False
Siddharth Menon,False,1,False,False
Vishwas Kini,False,1,False,False
Sayani Datta,False,1,False,False
Sachet Engineer,False,1,False,False
Irra Mor,False,1,False,False
Rajkumar Kanojia,False,1,False,False
Mighty Khan,False,1,False,False
Priyanka Joshi,False,1,False,False
Farid Amiri,False,1,False,False
Dilip Shankar,False,1,False,False
Aditi Inamdar,False,1,False,False
Pankhuri Awasthy,False,1,False,False
Anita Date,False,1,False,False
Ashhmita,False,1,False,False
Deepak Damle,False,1,False,False
Shanmugarajan,False,1,False,False
Jyoti Singh,False,1,False,False
Gurfateh Pirzada,False,1,False,False
Sameer Kochhar,False,1,False,False
Prithvi Zutshi,False,1,False,False
Sunny Sachdeva,False,1,False,False
Sumeet Thakur,False,1,False,False
Manoj Tiwari,False,1,False,False
Preetika Chawla,False,1,False,False
Rinku Patel,False,1,False,False
Tejashri Pradhan,False,1,False,False
Bo Derek,False,1,False,False
Nivin Pauly,False,1,False,False
Manish Wadhwa,False,1,False,False
Ananya Chatterjee,False,1,False,False
Raakhee Gulzar,False,1,False,True
Prashanth Alexander,False,1,False,False
Saanand Verma,False,1,False,False
Vedant Bali,False,1,False,False
Simer Motiani,False,1,False,False
Ankita Goraya,False,1,False,False
Priyank Sharma,False,1,False,False
Durvesh Rameshwaram,False,1,False,False
Kayoze Irani,False,1,False,False
Akansha Ranjan Kapoor,False,1,False,False
Sandeep Bharadwaj,False,1,False,False
Harnaaz Sandhu,False,1,False,False
Sharad Malhotra,False,1,False,False
Mohd Nazim,False,1,False,False
Pankaj Beri,False,1,False,False
Kruttika Desai,False,1,False,False
Prem Sagar Singh,False,1,False,False
Kirti Adarkar,False,1,False,False
Vishal Kaushik,False,1,False,False
Namya Saxena,False,1,False,False
Sarita Joshi,False,1,False,False
Seerat Kapoor,False,1,False,False
Sapna Bhavnani,False,1,False,False
Rajeev Govinda Pillai,False,1,False,False
Eden Shyodhi,False,1,False,False
Adhir Bhat,False,1,False,False
K K Binojee,False,1,False,False
Mukul Nag,False,1,False,False
Adarsh Gautam,False,1,False,False
Hemant Deolekar,False,1,False,False
Mawra Hocane,False,1,False,False
Rahul Minz,False,1,False,False
Raghuveer Yadav,False,1,False,False
Santosh Barmola,False,1,False,False
Ashish Bisht,False,1,False,False
Shobhana,False,1,False,False
Tullika Singh,False,1,False,False
Sonia Armstrong,False,1,False,False
Karan Wahi,False,1,False,False
Eva Grover,False,1,False,False
Ravish Desai,False,1,False,False
Aman Yatan Verma,False,1,False,False
Eva Ameet Pardeshi,False,1,False,False
Vaibhav Raj Gupta,False,1,False,False
Dinyar Contractor,False,1,False,False
Sylvie,False,1,False,False
Gaurav Dixit,False,1,False,False
Isabelle Kaif,False,1,False,False
Scarlett Wilson,False,1,False,False
Dayanand Shetty,False,1,False,False
Priti Soni,False,1,False,False
Sahira Nair,False,1,False,False
Prasanna Bisht,False,1,False,False
Lavrenti Lopes,False,1,False,False
Gulshan Rana,False,1,False,False
Roselyn Dsouza,False,1,False,False
Devshi Khanduri,False,1,False,False
Humaima Malick,False,1,False,False
Arhaan Pateel,False,1,False,False
Deep,False,1,False,False
Kahkkashan Aryan,False,1,False,False
Shillpi Sharma,False,1,False,False
Riyaz Anwar,False,1,False,False
Rucha Gujarati,False,1,False,False
Sparsh Suman,False,1,False,False
Vyacheslav Razbegaev,False,1,False,False
Sahil Gupta,False,1,False,False
Ashok Bagla,False,1,False,False
Richa Dixit,False,1,False,False
Siddharth Narayan,False,1,False,False
Ann Mitchai,False,1,False,False
Jannat Zubair Rahmani,False,1,False,False
Parzan Dastur,False,1,False,False
Aryeman,False,1,False,False
Diljohn Singh,False,1,False,False
Meghna Patel,False,1,False,False
Mike Tyson,False,1,False,False
Nishan,False,1,False,False
Munni Pankaj,False,1,False,False
Manit Joura,False,1,False,False
Shivam Patil,False,1,False,False
Rajniesh Duggal,False,1,False,False
Kashika Kapoor,False,1,False,False
Kamaal Rashid Khan,False,1,False,False
Raj Kumar,False,1,False,False
Asad Mirza,False,1,False,False
Nargis,False,1,False,True
Suzanne Bernert,False,1,False,False
Mahmood Hashmi,False,1,False,False
Saloni Daini,False,1,False,False
Lee Nicholas Harris,False,1,False,False
Shradha Kaul,False,1,False,False
Aanaahad,False,1,False,False
Smriti Mishra,False,1,False,False
Suzana Rodrigues,False,1,False,False
Raghvendra Singh,False,1,False,False
Siddhant Behl,False,1,False,False
Vikas Srivastava,False,1,False,False
Madan Jain,False,1,False,False
Rohit Bal,False,1,False,False
Siddharth Pandey,False,1,False,False
Varun Khandelwal,False,1,False,False
Megh Pant,False,1,False,False
Harish Hariaudh,False,1,False,False
Hritu Dudani,False,1,False,False
Hiral Sidhu,False,1,False,False
Sathyaraj,False,1,False,False
Prashanth Gupta,False,1,False,False
Maia Sethna,False,1,False,False
Dilip Joshi,False,1,False,False
Alex Peters,False,1,False,False
Arvind Gaur,False,1,False,False
Nadira Babbar,False,1,False,False
Jackson Gallagher,False,1,False,False
Aishwarya Devan,False,1,False,False
Mimi Chakraborty,False,1,False,False
Uday Kiran,False,1,False,False
Tejaswi Dev Chaudhary,False,1,False,False
Dick Mays,False,1,False,False
Pransh Chopra,False,1,False,False
Mausam Sharma,False,1,False,False
Yashpal Sharm,False,1,False,False
Sumit Gulati,False,1,False,False
Badshah,False,1,False,False
Shushant,False,1,False,False
Samiksha Bhatnagar,False,1,False,False
Parth Bhalerao,False,1,False,False
Anokhi Dalvi,False,1,False,False
Neelambari Bhattacharya,False,1,False,False
Sumona Chakravarti,False,1,False,False
Zayn Marie,False,1,False,False
Amrith Jayan,False,1,False,False
Vishnu Sharma,False,1,False,False
Muzamil Ibrahim,False,1,False,False
Nancy Brunetta,False,1,False,False
Ash Tandon,False,1,False,False
Nimrit Kaur Ahluwalia,False,1,False,False
Yudi,False,1,False,False
Swapnil Kotiwar,False,1,False,False
Kota Srinivasa Rao,False,1,False,False
Charmy Kaur,False,1,False,False
Faiz Mohammed Khan,False,1,False,False
Hussain Dalal,False,1,False,False
Susan Brar,False,1,False,False
Saptharishi Ghosh,False,1,False,False
Isaiah,False,1,False,False
Sukhwinder Singh,False,1,False,False
Ram Kapur,False,1,False,False
Sonia Albizuri,False,1,False,False
Vinay Rana,False,1,False,False
Dileesh Pothan,False,1,False,False
Pooja Bose,False,1,False,False
Preeti Sharma,False,1,False,False
Shivankit Singh Parihar,False,1,False,False
Sapan Krishna,False,1,False,False
Myra Sareen,False,1,False,False
Pankaj Sharma,False,1,False,False
Beena Banerjee,False,1,False,False
Vikrum Kumar,False,1,False,False
Gaurav Kapur,False,1,False,False
Gopi Desai,False,1,False,False
Vishwanath Chatterjee,False,1,False,False
Ashwini Kaul,False,1,False,False
Vijay Deverakonda,False,1,False,False
Misti Mukherjee,False,1,False,False
Henna,False,1,False,False
Amit Deondi,False,1,False,False
Sayantani Nandi,False,1,False,False
Kymsleen Kholie,False,1,False,False
Rohit Raaj,False,1,False,False
Sonal Madhushankar,False,1,False,False
Amar Ali Malik,False,1,False,False
Dev Gohar,False,1,False,False
Jameel Khan,False,1,False,False
Giselli Monteiro,False,1,False,False
Mehak Manwani,False,1,False,False
Anshul Chauhan,False,1,False,False
Veer Pahariya,False,1,False,False
Saksham Dayma,False,1,False,False
Khả Ngân,False,1,False,False
R Madhavan,False,1,False,False
Isabelle Adjani,False,1,False,False
Usha Bachani,False,1,False,False
Rajinikanth,False,1,False,False
Avantika Dassani,False,1,False,False
Birbal,False,1,False,False
Arti Puri,False,1,False,False
Archana Joglekar,False,1,False,False
Highphill Mathew,False,1,False,False
Jimit Trivedi,False,1,False,False
Poornima Indrajith,False,1,False,False
Rrajesh Yadav,False,1,False,False
Anupriya Kapoor,False,1,False,False
Sanjeev Kumar,False,1,False,True
Kaveri Kapur,False,1,False,False
Mayur More,False,1,False,False
Anant Nag,False,1,False,False
Imran Hasnee,False,1,False,False
Iravati Harshe,False,1,False,False
Chittranjan Tripathy,False,1,False,False
J. B. Rana,False,1,False,False
Stuti Dwivedi,False,1,False,False
Amit Gaur,False,1,False,False
Amrin Qureshi,False,1,False,False
Helen,False,1,False,True
Jabbz Farooqi,False,1,False,False
Janki Shah,False,1,False,False
Nandini Rai,False,1,False,False
Ashima Sharma,False,1,False,False
Chirag Paswan,False,1,False,False
Shobhit Rana,False,1,False,False
Amrita Bedi,False,1,False,False
Kanishka Sodhi,False,1,False,False
Biswa Kalyan Rath,False,1,False,False
Raja Chaudhary,False,1,False,False
Babbu Mann,False,1,False,False
Viidhi,False,1,False,False
Geetika Tyagi,False,1,False,False
Simrat Kaur,False,1,False,False
Azhar,False,1,False,False
Moonmoon Sen,False,1,False,False
Nishanth,False,1,False,False
Dev Gill,False,1,False,False
Nimish Kathale,False,1,False,False
Maninder Singh,False,1,False,False
Tushar Jalota,False,1,False,False
Parth Suri,False,1,False,False
Diganth Manchale,False,1,False,False
Ranjeeta Kaur,False,1,False,True
Rasha Thadani,True,1,False,False
Saranya Mohan,False,1,False,False
Olexandra Semen,False,1,False,False
Chitrapama Banerjee,False,1,False,False
Kishori Ballal,False,1,False,False
Raakhee,False,1,False,True
Sameer Malhotra,False,1,False,False
Kurangi Nagraj,False,1,False,False
Suchitra Pillai,False,1,False,False
Salima Raza,False,1,False,False
Raju Shrivastav,False,1,False,False
Nasir Khan,False,1,False,False
Ammotje Mann,False,1,False,False
Anup Shukla,False,1,False,False
Yana Gupta,False,1,False,False
Anuradha Mukherjee &,False,1,False,False
Jacqueline Fitschi-Cornaz,False,1,False,False
Sanjai Mishra,False,1,False,False
Jolly Bhatia,False,1,False,False
Anupama Agnihotri,False,1,False,False
Samir Aftab,False,1,False,False
Harsh Kumar,False,1,False,False
Geetanjali Kulkarni,False,1,False,False
Pallavi Ajay,False,1,False,False
Siddharth Bodke,False,1,False,False
Auroshikha Dey,False,1,False,False
Michael Gambon,False,1,False,False
Ranveer Brar,False,1,False,False
Ali Larter,False,1,False,False
Ashok Saraf,False,1,False,False
Skand Thakur,False,1,False,False
Prateek Chakraborty,False,1,False,False
Nalneesh Neel,False,1,False,False
S. M. Zaheer,False,1,False,False
Dipanshi,False,1,False,False
Payel Sarkar,False,1,False,False
Chitrashi Rawat,False,1,False,False
Razak Khan,False,1,False,False
Tsahi Halevi,False,1,False,False
Ayush Pathak,False,1,False,False
Ramkrishan Dhakad,False,1,False,False
Rahul Kumar,False,1,False,False
Joy Mukherjee,False,1,False,False
Amol Palekar,False,1,False,True
Amber Upadhyay,False,1,False,False
Manjul Aazad,False,1,False,False
Twinkle Patel,False,1,False,False
Vinod Rawat,False,1,False,False
Alam Khan,False,1,False,False
Harish Dudhade,False,1,False,False
Arshi Khan,False,1,False,False
Rukhsar,False,1,False,False
Vaishwath Shankar,False,1,False,False
Ravi Thakur,False,1,False,False
Delzad Hiwale,False,1,False,False
Puja Kanwal,False,1,False,False
Danny Denzongappa,False,1,False,False
Sana Govi,False,1,False,False
Chandraprakash Thakur,False,1,False,False
Renuka Shahane,False,1,False,True
Yagya Bhasin,False,1,False,False
Suruchi Aulakh,False,1,False,False
Shrivallabh Vyas,False,1,False,False
Shubhangi Dutt,False,1,False,False
Rajesh Vivek,False,1,False,False
Bhoop Yaduvanshi,False,1,False,False
Ssmilley Suri,False,1,False,False
Aditya Narayan,False,1,False,False
Sonarika Bhadoria,False,1,False,False
Jake Ryan,False,1,False,False
Sanjay Mahanand,False,1,False,False
Hirranya Ojha,False,1,False,False
Prashil Rawat,False,1,False,False
Yograj Singh,False,1,False,False
Rijul Ray,False,1,False,False
Ruchika Kapoor,False,1,False,False
Satyajit Sharma,False,1,False,False
Shubh,False,1,False,False
Suruchi Saklani,False,1,False,False
Yuvraj Kumar,False,1,False,False
Hiten Kumar,False,1,False,False
Kishore Kumar,False,1,False,False
Simran Suri,False,1,False,False
Jaid Shaikh,False,1,False,False
Aadya Bedi,False,1,False,False
Aditi Gowitrikar,False,1,False,False
Ashoka Thackur,False,1,False,False
Gopal Dutt,False,1,False,False
Nikkitasha Marwaha,False,1,False,False
Sharda Desoares,False,1,False,False
Devendra Trivedi,False,1,False,False
Abhijit Bhunia,False,1,False,False
Faruk Kabir,False,1,False,False
Sunil Sinha,False,1,False,False
Sahher Bambba,False,1,False,False
Sargun Mehta,False,1,False,False
Anu Choudhury,False,1,False,False
Rachel Sanchita Gupta,False,1,False,False
Neha Thakur,False,1,False,False
Saurabbh Roy,False,1,False,False
Smita Gondkar,False,1,False,False
Barkha Madan,False,1,False,False
Kanchan Awasthi,False,1,False,False
Ahwaan,False,1,False,False
Musskan Sethi,False,1,False,False
Kat Stewart,False,1,False,False
Saharsh Shukla,False,1,False,False
Vinay Shukla,False,1,False,False
Remya Nambeesan,False,1,False,False
Ramesh Sippy,False,1,False,False
Erica Fernandes,False,1,False,False
Anchal Dwivedi,False,1,False,False
Nupur Sharma,False,1,False,False
Aashish Vidyarthi,False,1,False,False
Prashant Chianani,False,1,False,False
Rishabh Sinha,False,1,False,False
Pawan Kumar Sharma,False,1,False,False
Manoj Amarnani,False,1,False,False
Bharat Jadhav,False,1,False,False
Sunil Soni,False,1,False,False
Chirag Jain,False,1,False,False
Suhasini Maniratnam,False,1,False,False
Thomas Tevana,False,1,False,False
Madhumita Bishwas,False,1,False,False
Sunny Nijar,False,1,False,False
Sharad Singh,False,1,False,False
Karan Thakur,False,1,False,False
Partho Gupte,False,1,False,False
Nayab Khan,False,1,False,False
Abhay Chandarana,False,1,False,False
Jaya Seal,False,1,False,False
Shubham Vyas,False,1,False,False
Nayan Bhatt,False,1,False,False
Farid Currim,False,1,False,False
Moammar Rana,False,1,False,False
Makrand Shukla,False,1,False,False
Paloma,False,1,False,False
Mehmood Junior,False,1,False,False
Shaurya Singh,False,1,False,False
Sonia Rathee,False,1,False,False
Dhanish Karthik,False,1,False,False
Barkha Bisht,False,1,False,False
Sudesh Bhosale,False,1,False,False
Nikhil Ratnaparkhi,False,1,False,False
Vedhika,False,1,False,False
Anand Ingale,False,1,False,False
Veer Aryan,False,1,False,False
Ajith Kumar,False,1,False,False
Swati Bakshi,False,1,False,False
Pratik Katare,False,1,False,False
Soham Majumdar,False,1,False,False
Maushumi Udeshi,False,1,False,False
Nirmal Kumar Pant,False,1,False,False
Eshu Gambhir,False,1,False,False
Vinay Virmani,False,1,False,False
Vishesh Tiwari,False,1,False,False
Diana Hayden,False,1,False,False
Mahira Khan,False,1,False,False
Hyder Ali,False,1,False,False
Suhel Seth,False,1,False,False
Madhu Sneha,False,1,False,False
Aadhvikaa,False,1,False,False
Badrul Islam,False,1,False,False
Siddharth Chandekar,False,1,False,False
Satendra Soni,False,1,False,False
Pallavi Batra,False,1,False,False
Shweta Gulati,False,1,False,False
Ashwarya Singh,False,1,False,False
Krrish Chabbria,False,1,False,False
Afreen Alvi,False,1,False,False
Anil Grover,False,1,False,False
Suriya,False,1,False,False
Rajesh Shringapure,False,1,False,False
Armaan Kohli,False,1,False,False
Liliput,False,1,False,False
Radhika Roy,False,1,False,False
Shammi Duhan,False,1,False,False
Shenaz Treasury,False,1,False,False
Shyamraj Patil,False,1,False,False
Vaishali Desai,False,1,False,False
Ravneet Kaur,False,1,False,False
Sameer Mohammed,False,1,False,False
Vindhya Tiwari,False,1,False,False
Adnan Shah,False,1,False,False
Ayush Mehra,False,1,False,False
Masood Akhtar,False,1,False,False
Anaswara Rajan,False,1,False,False
Roaleey Ryan,False,1,False,False
Samar Jai Singh,False,1,False,False
Rajvvir Aroraa,False,1,False,False
Amit Kumar,False,1,False,False
Subhashree Ganguly,False,1,False,False
Sapna Chaudhary,False,1,False,False
Nikita Sharma,False,1,False,False
Gulshan Pandey,False,1,False,False
Akash Pratap Singh,False,1,False,False
Milan Singh,False,1,False,False
Mahesh Anand,False,1,False,False
Shrikant Yadav,False,1,False,False
Divvij Kak,False,1,False,False
Shweta Kumar,False,1,False,False
Vishal Singh,False,1,False,False
Arbaz Khan,False,1,False,False
Reema,False,1,False,False
Abhinaye Sharma,False,1,False,False
Conan Stevens,False,1,False,False
Nazea Sayed,False,1,False,False
Aman Siddiqui,False,1,False,False
Deah Tandon,False,1,False,False
Joyraj Bhattacharya,False,1,False,False
Shakeel Khan,False,1,False,False
Special Appearance In A Song,False,1,False,False
Praveen Hingonia,False,1,False,False
Robin Das,False,1,False,False
Bhupinder Singh,False,1,False,False
Paras Chhabra,False,1,False,False
Aditi Subedi,False,1,False,False
Najneen Patni,False,1,False,False
Ketaki Narayan,False,1,False,False
Brooke Johnston,False,1,False,False
Aditya Shrivastava,False,1,False,False
Negar Khan,False,1,False,False
Amjad Khan,False,1,False,True
Kristina Akheeva,False,1,False,False
Vijender Singh,False,1,False,False
Rajender Thakur,False,1,False,False
Sakha Kalyani,False,1,False,False
Zachary Coffin,False,1,False,False
Lalit Prabhakar,False,1,False,False
Alisha Parveen,False,1,False,False
Amaan Khan,False,1,False,False
Rajniesh Duggall,False,1,False,False
Saurav Chakraborty,False,1,False,False
Chirag Patil,False,1,False,False
Vansh Bharadwaj,False,1,False,False
Devansh Sharma,False,1,False,False
Gracy Goswami,False,1,False,False
Tim Lawrence,False,1,False,False
Ganesh Yadav,False,1,False,False
Suraj K. Shah,False,1,False,False
Vidhi Chitalia,False,1,False,False
Prince Shah,False,1,False,False
Taher Shabbir,False,1,False,False
Natalia Janoszek,False,1,False,False
Anjali Sivaraman,False,1,False,False
Samar Jajoriya,False,1,False,False
Manmeet Singh,False,1,False,False
Simran Kaur Suri,False,1,False,False
Ranjan Chhabra,False,1,False,False
Vikas Bahl,False,1,False,False
Payal Ghosh,False,1,False,False
Shivani Tanksale,False,1,False,False
J.D Chakravarthy,False,1,False,False
Satyadev,False,1,False,False
Bajrang Bali Singh,False,1,False,False
Monuj Borkotoky,False,1,False,False
Anjali Malhotra,False,1,False,False
Rafiq Batcha,False,1,False,False
Anurita Jha,False,1,False,False
Reeth Mazumder,False,1,False,False
Andrea Tariang,False,1,False,False
Mohit Madaan,False,1,False,False
Hemant Birje,False,1,False,False
Rohit Rajawat,False,1,False,False
Ashok Banthia,False,1,False,False
Dulquer Salman,False,1,False,False
Salamn Bhatt,False,1,False,False
Sanya Balsara,False,1,False,False
Akash Singh,False,1,False,False
Anuj Aggarwal,False,1,False,False
Priyanka Panchal,False,1,False,False
Monica Sehgal,False,1,False,False
Shailly Sehgal,False,1,False,False
Karishma Kotak,False,1,False,False
Mantra,False,1,False,False
David Brooks,False,1,False,False
Hasleen Kaur,False,1,False,False
Maan Singh Deep,False,1,False,False
Sushma Deshpande,False,1,False,False
Jahnvi Rawat,False,1,False,False
Sanaya Irani,False,1,False,False
Jitendra Joshi,False,1,False,False
Tamanna Bhatia,False,1,False,False
Sushrii Shreya Mishraa,False,1,False,False
Rohit Bakshi,False,1,False,False
Rajveer Deol,True,1,False,False
Yuri Suri,False,1,False,False
Shriswara,False,1,False,False
Zeyn Shaw,False,1,False,False
Sonia Sharma,False,1,False,False
Abhishek Kapoor,False,1,False,False
Manu Singh,False,1,False,False
Nitin Kumar Reddy,False,1,False,False
Ridhima Sud,False,1,False,False
Anil Nagrath,False,1,False,False
Yash Rane,False,1,False,False
Adam Laupus,False,1,False,False
Jahan Bloch,False,1,False,False
Roushika Reikhi,False,1,False,False
Jhanvi Kapoor,False,1,False,False
Prachi Sinha,False,1,False,False
Aarti Puri,False,1,False,False
Sanjay Swaraj,False,1,False,False
Deb Mukherjee,False,1,False,False
Mukul Chaddha,False,1,False,False
Dhritiman Chaterji,False,1,False,False
Parvathy Thiruvothu,False,1,False,False
Nusraat Faria,False,1,False,False
Sananth Reddy,False,1,False,False
Nitin,False,1,False,False
Ketan Raj Sharma,False,1,False,False
Mink Brar,False,1,False,False
Niten Mirani,False,1,False,False
Neelima Azeem,False,1,False,False
Raghav Chanana,False,1,False,False
Mayur Kumar,False,1,False,False
Urmila Rao,False,1,False,False
Haider Khan,False,1,False,False
Ranjeet Jha,False,1,False,False
Shagun Sharma,False,1,False,False
Anurag Basu,False,1,False,False
Mikaal Zulfikaar,False,1,False,False
Amir Boutrous,False,1,False,False
Vinit Jain,False,1,False,False
Jyoti Subhash,False,1,False,False
Sophie Dahl,False,1,False,False
Sanjana Dipu,False,1,False,False
Monica Chaudhary,False,1,False,False
Kunal Thakur,False,1,False,False
Tony Revolori,False,1,False,False
Viraaj,False,1,False,False
Manek Bedi,False,1,False,False
Parth Naik,False,1,False,False
Joydip Mukhopadhyay,False,1,False,False
Nikita Anand,False,1,False,False
Randeep Rai,False,1,False,False
Raghuvardhan Garlapati,False,1,False,False
Faruque,False,1,False,False
Anmol Bajaj,False,1,False,False
Prateek Goyal,False,1,False,False
Baharul Islam,False,1,False,False
Shobana,False,1,True,False
Kainaat Insan,False,1,False,False
Jyoti Kapoor,False,1,False,False
Ishaan Manhaas,False,1,False,False
Ankit Rathi,False,1,False,False
Martin Brambach,False,1,False,False
Salmin Sheriff,False,1,False,False
Baljeet Singh,False,1,False,False
Akhlaque Khan,False,1,False,False
Abhilash Kumar,False,1,False,False
Abhimanyu Shekhar Singh,False,1,False,False
Chetan Aneja,False,1,False,False
Ritvik Sahore,False,1,False,False
Sonika Gill,False,1,False,False
Shubham Vardhan,False,1,False,False
Prachi Mishra,False,1,False,False
Yogita Deshmukh,False,1,False,False
Viju Khote,False,1,False,False
Tanvi Hegde,False,1,False,False
Diksha Tomar,False,1,False,False
Teena Singh & Preeti Sharma,False,1,False,False
Ramya Krishna,False,1,False,False
Shikha Malhotra,False,1,False,False
Saumya Tandon,False,1,False,False
Syna Anand,False,1,False,False
Pritam Singh,False,1,False,False
Vikramjeet Virk,False,1,False,False
Aditi Arya,False,1,False,False
Sam Jajoriya,False,1,False,False
Srinivas,False,1,False,False
Candice Boucher,False,1,False,False
Amrita Prakash,False,1,False,False
Chacha Maembong,False,1,False,False
Karan Dave,False,1,False,False
Kritika Singh,False,1,False,False
Martin Jishil,False,1,False,False
Viineet Kumar Singh,False,1,False,False
Vishal Karwal,False,1,False,False
Kanchi Singh,False,1,False,False
Dolly Singh,False,1,False,False
Varun Tej,False,1,False,False
Asha Bhat,False,1,False,False
Pranshu Kaushal,False,1,False,False
Smitha Siah,False,1,False,False
Prerna Sharma,False,1,False,False
Raj Kundra,False,1,False,False
Vibhu Raghave,False,1,False,False
Rohan Jardosh,False,1,False,False
Arjun Raina,False,1,False,False
Mohit Malik,False,1,False,False
Raj Aryan,False,1,False,False
Voice-over by Yuddvir Bakolia,False,1,False,False
Babbu Maan,False,1,False,False
Vedieka Dutt,False,1,False,False
Heet Sharma,False,1,False,False
Shivani Singh,False,1,False,False
Shabbir Ahluwalia,False,1,False,False
Madhuri Bhattacharya,False,1,False,False
KK Raina,False,1,False,False
Jas Binag,False,1,False,False
Pankaj Choudhary,False,1,False,False
Panchi Bora,False,1,False,False
Aham Sharma,False,1,False,False
Nathan Jones,False,1,False,False
Ayub Khoso,False,1,False,False
Heerok Das,False,1,False,False
Anil Lalwani,False,1,False,False
Umesh Bajpai,False,1,False,False
Deven Bhojani,False,1,False,False
Sana Nawaz,False,1,False,False
Vivek Gomber,False,1,False,False
Deepak Singh,False,1,False,False
Shivani Raghuvanshi,False,1,False,False
Sheena Nayar,False,1,False,False
Mohit Dutta,False,1,False,False
Anastasia,False,1,False,False
Raayo S Bakhirta,False,1,False,False
