actor,actor_nepo,year,movie,gross_cr,film_has_nepo_cast,director
Upen Patel,no,2008,One Two Three,27.00,yes,Ashwni Dhir
Upen Patel,no,2009,Ajab Prem Ki Ghazab Kahani,106.74,yes,Rajkumar Santoshi
Upen Patel,no,2017,Ek Haseena Thi Ek Deewana Tha,,no,Suneel Darshan
Upendra Limaye,no,2018,Laxmi and Tikli Bomb,,no,Aditya Kripalani
Upendra Limaye,no,2021,200 – Halla Ho,,no,Sarthak Dasgupta
Upendra Limaye,no,2021,Bansuri: The Flute,,no,Hari Viswanath
Upendra Limaye,no,2024,Madgaon Express,57.34,no,Kunal Khemu
Urfi Javed,no,2024,Love Sex Aur Dhokha 2,0.50,yes,Dibakar Banerjee
Urmila Matondkar,no,2000,Deewane,12.25,no,Harry Baweja
Urmila Matondkar,no,2000,Jungle,14.34,yes,Ram Gopal Verma
Urmila Matondkar,no,2000,Kunwara,19.34,no,David Dhawan
Urmila Matondkar,no,2001,Pyaar Tune Kya Kiya,11.79,yes,Rajat Mukherjee
Urmila Matondkar,no,2002,Deewangee,22.00,yes,Anees Bazmee
Urmila Matondkar,no,2002,Om Jai Jagadish,14.00,yes,Anupam Kher
Urmila Matondkar,no,2003,Bhoot,23.90,yes,Ram Gopal Varma
Urmila Matondkar,no,2003,Pinjar,,no,Chandrakant Dwivedi
Urmila Matondkar,no,2003,Tehzeeb,,yes,Khalid Mohamed
Urmila Matondkar,no,2004,Ek Hasina Thi,10.00,yes,Sriram Raghavan
Urmila Matondkar,no,2005,Maine Gandhi Ko Nahin Mara,,no,Jahnu Barua
Urmila Matondkar,no,2005,Naina,6.94,no,Shripal Morakhia
Urmila Matondkar,no,2006,Banaras,,no,Pankaj Parashar
Urmila Matondkar,no,2006,Bas Ek Pal,,no,Onir
Urmila Matondkar,no,2007,Aag,22.73,no,Ram Gopal Varma
Urmila Matondkar,no,2007,Speed,,yes,Vikram Bhatt
Urmila Matondkar,no,2008,EMI - Liya Hai Toh Chukana Parega,,yes,Saurabh Kabra
Urmila Matondkar,no,2008,Karzzzz,,no,Satish Kaushik
Urmila Matondkar,no,2012,Delhi Safari,,yes,Nikhil Advani
Urmila Rao,no,2006,Rafta Rafta – The Speed,,no,Raj Sharma
Urmilaa Mahanta,no,2017,Chakallaspur,,no,Rajnish Jaiswal
Urvashi Chaudhary,no,2010,Trump Card,,no,Arshad Khan
Urvashi Rautela,no,2013,Singh Saab The Great,40.67,yes,Anil Sharma
Urvashi Rautela,no,2016,Great Grand Masti,20.00,yes,Indra Kumar
Urvashi Rautela,no,2016,Sanam Re,31.46,yes,Divya Khosla Kumar
Urvashi Rautela,no,2018,Hate Story IV,26.60,no,Vishal Pandya
Urvashi Rautela,no,2019,Pagalpanti,49.17,no,Anees Bazmee
Urvashi Rautela,no,2020,Virgin Bhanupriya,,no,Ajay Lohan
Urvashi Rautela,no,2024,Ghuspaithiya,,no,Susi Ganeshan
Urvashi Rautela,no,2024,Jahangir National University,,no,Vinay Sharma
Urvashi Sharma,no,2007,Naqaab,21.20,yes,Abbas Mustan
Urvashi Sharma,no,2009,Baabarr,,no,Ashu Trikha
Urvashi Sharma,no,2010,Khatta Meetha,62.79,no,Priyadarshan
Usha Bachani,no,2009,Aamras,,no,Rupali Guha
Usha Jadhav,no,2014,Bhoothnath Returns,53.00,no,Nitesh Tiwari
Usha Jadhav,no,2016,Veerappan,,no,Ram Gopal Varma
Usha Jadhav,no,2019,Salt Bridge,,no,Abhijit Deonath
Usha Naik,no,2017,Daddy,15.50,no,Ashim Ahluwalia
Utkarsh Sharma,no,2018,Genius,7.50,no,Anil Sharma
Utkarsh Sharma,no,2023,Gadar 2,691.08,yes,Anil Sharma
Utkarsh Sharma,no,2024,Vanvaas,6.37,no,Anil Sharma
Uttara Baokar,no,2000,Zindagi Zindabad,,no,Sumitra Bhave–Sunil Sukthankar
Uttkarsh Majumdar,no,2014,Yeh Hai Bakrapur,,no,Janaki Vishwanathan
Uvika Choudhary,no,2008,Summer 2007,,yes,Suhail Tatari
Uvika Choudhary,no,2010,Toh Baat Pakki!,,no,Kedarh Shinde
VJ Andy,no,2016,Kyaa Kool Hain Hum 3,33.14,no,Umesh Ghadge
Vaani Kapoor,no,2013,Shuddh Desi Romance,76.00,yes,Maneesh Sharma
Vaani Kapoor,no,2016,Befikre,103.00,no,Aditya Chopra
Vaani Kapoor,no,2019,War,475.62,yes,Siddharth Anand
Vaani Kapoor,no,2021,Bell Bottom,50.58,no,Ranjit M Tewari
Vaani Kapoor,no,2021,Chandigarh Kare Aashiqui,41.23,no,Abhishek Kapoor
Vaani Kapoor,no,2022,Shamshera,63.58,yes,Karan Malhotra
Vaani Kapoor,no,2024,Khel Khel Mein,56.78,yes,Mudassar Aziz
Vaani Kapoor,no,2025,Aabeer Gulaal,,no,Aarti S. Bagdi
Vaani Kapoor,no,2025,Raid 2,243.06,no,Raj Kumar Gupta
Vaibhav,no,2013,The Adventures of Sinbad,,no,"Shinjan Neogi , Abhishek Panchal"
Vaibhav Jhalani,no,2002,Yeh Kya Ho Raha Hai?,,no,Hansal Mehta
Vaibhav Jhalani,no,2005,The Film,,no,Junaid Memon
Vaibhav Mathur,no,2016,Love Day - Pyaar Ka Din,,no,"Sandeep Choudhary, Harish Kotian"
Vaibhav Raj Gupta,no,2018,Ascharyachakit!,,no,Samit Kakkad
Vaibhav Tatwawaadi,no,2021,Tribhanga,,yes,Renuka Shahane
Vaibhav Tatwawadi,no,2024,A Wedding Story,,no,Abhinav Pareek
Vaibhav Tatwawadi,no,2024,Article 370,110.57,no,Aditya Suhas Jambhale
Vaidhei Singh,no,2016,OK Mein Dhokhe,,no,Utpal S. Chaudhary
Vaishali Desai,no,2009,Kal Kissne Dekha,,yes,Vivek Sharma
Vaishwath Shankar,no,2016,Brahman Naman,,no,Qaushiq Mukherjee
Vandana Pathak,no,2023,Khichdi 2: Mission Paanthukistan,5.65,no,Aatish Kapadia
Vansh Bharadwaj,no,2011,Sahi Dhandhe Galat Bande,,no,Parvin Dabas
Vaquar,no,2021,Silence... Can You Hear It?,,no,Aban Bharucha Deohans
Vardhan Puri,no,2019,Yeh Saali Aashiqui,,no,Cherag Ruparel
Vardhan Puri,no,2023,Aseq,,no,Sarim Momin
Vardhan Puri,no,2024,Bloody Ishq,,no,Vikram Bhatt
Vardhan Puri,no,2024,Dashmi,,no,Shantanu Anant Tambe
Vardhan Puri,no,2025,Bobby Aur Rishi Ki Love Story,,no,Kunal Kohli
Varinder Singh Ghuman,no,2014,Roar: Tigers of the Sundarbans,,no,Kamal Sadanah
Varsha Rekhate,no,2024,Pad Gaye Pange,,no,Santosh Kumar
Varsha Usgaonkar,no,2004,Hatya,,no,Kader Kashmiri
Varsha Usgaonkar,no,2006,Jigyaasa,,no,Faisal Saif
Varun Badola,no,2013,Mickey Virus,,no,Saurabh Varma
Varun Badola,no,2016,7 Hours To Go,,no,Saurabh Varma
Varun Badola,no,2017,Firangi,,no,Rajiv Dhingra
Varun Buddhadev,no,2022,Toolsidas Junior,,yes,Mridul
Varun Buddhadev,no,2023,Kadak Singh,,no,Aniruddha Roy Chowdhury
Varun Dhawan,yes,2012,Student of the Year,,yes,Karan Johar
Varun Dhawan,yes,2014,Humpty Sharma Ki Dulhania,119.58,yes,Shashank Khaitan
Varun Dhawan,yes,2014,Main Tera Hero,78.00,yes,David Dhawan
Varun Dhawan,yes,2015,ABCD 2,158.31,yes,Remo D'Souza
Varun Dhawan,yes,2015,Badlapur,103.00,yes,Sriram Raghavan
Varun Dhawan,yes,2015,Dilwale,376.00,yes,Rohit Shetty
Varun Dhawan,yes,2016,Dishoom,119.58,yes,Rohit Dhawan
Varun Dhawan,yes,2017,Badrinath Ki Dulhania,200.45,yes,Shashank Khaitan
Varun Dhawan,yes,2017,Judwaa 2,227.59,yes,David Dhawan
Varun Dhawan,yes,2018,October,58.41,yes,Shoojit Sircar
Varun Dhawan,yes,2018,Sui Dhaaga,125.09,yes,Sharat Katariya
Varun Dhawan,yes,2019,Kalank,146.31,yes,Abhishek Varman
Varun Dhawan,yes,2020,Coolie No. 1,,yes,David Dhawan
Varun Dhawan,yes,2020,Street Dancer 3D,97.00,yes,Remo D'Souza
Varun Dhawan,yes,2022,Bhediya,89.97,yes,Amar Kaushik
Varun Dhawan,yes,2022,Jugjugg Jeeyo,136.13,yes,Raj Mehta
Varun Dhawan,yes,2023,Bawaal,,yes,Nitesh Tiwari
Varun Dhawan,yes,2024,Baby John,,yes,Kalees
Varun Dhawan,yes,2025,Sunny Sanskari Ki Tulsi Kumari,99.39,yes,Shashank Khaitan
Varun Kapoor,no,2022,Gangubai Kathiawadi,209.77,yes,Sanjay Leela Bhansali
Varun Khandelwal,no,2014,Main Aur Mr. Riight,,no,Adeeb Rais
Varun Mitra,no,2018,Jalebi,2.41,no,Pushpdeep Bhardwaj
Varun Sharma,no,2013,Warning,,no,Gurmmeet Singh
Varun Sharma,no,2015,Dolly Ki Doli,,yes,Abhishek Dogra
Varun Sharma,no,2015,Kis Kisko Pyaar Karoon,71.60,no,Abbas–Mustan
Varun Sharma,no,2017,Fukrey Returns,112.30,no,Mrighdeep Singh Lamba
Varun Sharma,no,2018,FryDay,1.52,no,Abhishek Dogra
Varun Sharma,no,2019,Arjun Patiala,9.26,no,Rohit Jugraj
Varun Sharma,no,2019,Chhichhore,215.41,yes,Nitesh Tiwari
Varun Sharma,no,2019,Khandaani Shafakhana,3.98,yes,Shilpi Dasgupta
Varun Sharma,no,2021,Roohi,30.33,yes,Hardik Mehta
Varun Sharma,no,2022,Cirkus,61.47,no,Rohit Shetty
Varun Sharma,no,2023,Fukrey 3,128.37,no,Mrighdeep Singh
Varun Sharma,no,2024,Wild Wild Punjab,,no,Simarpreet Singh
Varun Tej,no,2024,Operation Valentine,,no,Shakti Pratap Singh Hada
Varun Thakur,no,2012,?: A Question Mark,,no,Allyson Patel Yash Dave
Varun Thakur,no,2015,Yahaan Sabki Lagi Hai,,no,"Satavisha Bose, Cyrus R. khambhata"
Vasanth Santosham,no,2014,Bhopal: A Prayer for Rain,,no,Ravi Kumar
Vasundhara Das,no,2000,Hey Ram,11.30,yes,Kamal Haasan
Vasundhara Das,no,2001,Monsoon Wedding,,no,Mira Nair
Vasundhara Das,no,2005,Film Star,,no,Tanuja Chandra
Vasundhara Das,no,2006,Kudiyon Ka Hai Zamana,,yes,Amar Butala
Vatsal Seth,no,2004,Taarzan: The Wonder Car,6.20,no,Abbas Mustan
Vatsal Sheth,no,2008,Heroes,25.44,yes,Samir Karnik
Vatsal Sheth,no,2009,Paying Guests,,no,Paritossh Painter
Vatsal Sheth,no,2010,Toh Baat Pakki!,,no,Kedarh Shinde
Vatsal Sheth,no,2011,Hostel,,no,Manish Gupta
Vatsal Sheth,no,2014,Jai Ho,186.00,yes,Sohail Khan
Vatsal Sheth,no,2025,Aachari Baa,,no,Hardik Gajjar
Vedang Raina,no,2023,The Archies,,yes,Zoya Akhtar
Vedang Raina,no,2024,Jigra,55.05,yes,Vasan Bala
Vedant Bali,no,2015,I Love Desi,,no,Pankaj Batra
Vedhika,no,2019,The Body,3.47,yes,Jeethu Joseph
Vedieka Dutt,no,2023,Operation Mayfair,,no,Sudipto Sarkar
Vedika Pinto,no,2022,Operation Romeo,,no,Shashant Shah
Vedika Pinto,no,2025,Nishaanchi,1.00,no,Anurag Kashyap
Vedika Pinto,no,2025,Nishaanchi 2,,no,Anurag Kashyap
Vedita Pratap Singh,no,2014,Mumbai 125 KM,14.65,no,Hemant Madhukar
Vedita Pratap Singh,no,2017,JD,,no,Shailendra Pandey
Veena Malik,no,2013,Super Model,,no,Navin Batra
Veena Malik,no,2013,Zindagi 50-50,11.00,yes,Rajiv S. Ruia
Veena Malik,no,2014,Mumbai 125 KM,14.65,no,Hemant Madhukar
Veenah Naair,no,2023,Tarla,,no,Piyush Gupta
Veer Aryan,no,2021,Switchh,,no,Mustufa Raj
Veer Pahariya,no,2025,Sky Force,168.88,yes,Sandeep Kewlani Abhishek Anil Kapur
Veeraj Rao,no,2021,Ye Mard Bechara,,no,Anuup Thapa
Vega Tamotia,no,2012,Chittagong,0.31,no,Bedabrata Pain
Vega Tamotia,no,2014,Amit Sahni Ki List,,no,Ajay Bhuyan
Vekeana Dhillon,no,2000,Snip!,,no,Sunil Sippy
Venkatesh,no,2023,Kisi Ka Bhai Kisi Ki Jaan,182.00,yes,Farhad Samji
Venya,no,2012,Mysterious Girl,,no,
Veronica Vanij,no,2023,Non Stop Dhamaal,,no,Irshad Khan
Vibha Chibber,no,2007,Chak De! India,109.00,no,Shimit Amin
Vibha Chibber,no,2016,Dhanak,,no,Nagesh Kukunoor
Vibha Chibber,no,2022,Thai Massage,,no,Mangesh Hadawale
Vibhawari Deshpande,no,2018,Laxmi and Tikli Bomb,,no,Aditya Kripalani
Vibhinta Verma,no,2014,Station,,no,Saad Khan
Vibhu Raghave,no,2017,Yadvi – The Dignified Princess,,no,Jyoti Singh
Vickrant Mahajan,no,2012,Challo Driver,,no,Vickrant Mahajan
Vicky Ahuja,no,2004,Vaastu Shastra,10.00,no,Saurab Narang
Vicky Ahuja,no,2019,Battalion 609,0.01,no,Brijesh Batuknath Tripathi
Vicky Kaushal,yes,2015,Masaan,,yes,Neeraj Ghaywan
Vicky Kaushal,yes,2016,Raman Raghav 2.0,7.00,yes,Anurag Kashyap
Vicky Kaushal,yes,2016,Zubaan,,yes,Mozez Singh
Vicky Kaushal,yes,2018,Love per Square Foot,,yes,Anand Tiwari
Vicky Kaushal,yes,2018,Lust Stories,,yes,"Anurag Kashyap , Karan Johar , Zoya Akhtar , Dibakar Banerjee"
Vicky Kaushal,yes,2018,Manmarziyaan,40.39,yes,Anurag Kashyap
Vicky Kaushal,yes,2018,Raazi,,yes,Meghna Gulzar
Vicky Kaushal,yes,2019,Uri: The Surgical Strike,342.06,yes,Aditya Dhar
Vicky Kaushal,yes,2020,Bhoot – Part One: The Haunted Ship,40.94,yes,Bhanu Pratap Singh
Vicky Kaushal,yes,2021,Sardar Udham,,yes,Shoojit Sircar
Vicky Kaushal,yes,2022,Govinda Naam Mera,,yes,Shashank Khaitan
Vicky Kaushal,yes,2023,Dunki,470.60,yes,Rajkumar Hirani
Vicky Kaushal,yes,2023,Sam Bahadur,128.17,yes,Meghna Gulzar
Vicky Kaushal,yes,2023,The Great Indian Family,5.65,yes,Vijay Krishna Acharya
Vicky Kaushal,yes,2023,Zara Hatke Zara Bachke,115.89,yes,Laxman Utekar
Vicky Kaushal,yes,2024,Bad Newz,115.74,yes,Anand Tiwari
Vicky Kaushal,yes,2025,Chhaava,797.34,yes,Laxman Utekar
Victor Banerjee,no,2003,Joggers Park,2.10,no,Anant Balani
Victor Banerjee,no,2005,Amavas,,no,Sidharth Srinivasan
Victor Banerjee,no,2007,Apne,69.28,yes,Anil Sharma
Victor Banerjee,no,2009,Chowrasta Crossroads of Love,,no,Anjan Dutt
Victor Banerjee,no,2014,Children of War,,no,Mrityunjay Devvrat
Victor Banerjee,no,2016,Fever,,no,Rajeev Jhaveri
Victor Banerjee,no,2022,Josef – Born in Grace,,no,Susant Mishra
Vidhi Chitalia,no,2023,One Friday Night,,no,Manish Gupta
Vidushi Mehra,no,2016,Moh Maya Money,,no,Munish Bharadwaj
Vidya Balan,no,2005,Parineeta,32.63,yes,Pradeep Sarkar
Vidya Balan,no,2006,Lage Raho Munna Bhai,126.20,yes,Rajkumar Hirani
Vidya Balan,no,2007,Bhool Bhulaiyaa,83.00,no,Priyadarshan
Vidya Balan,no,2007,Eklavya: The Royal Guard,38.00,yes,Vidhu Vinod Chopra
Vidya Balan,no,2007,Guru,83.67,yes,Mani Ratnam
Vidya Balan,no,2007,Heyy Babyy,84.00,yes,Sajid Khan
Vidya Balan,no,2007,Salaam-e-Ishq: A Tribute to Love,52.24,yes,Nikhil Advani
Vidya Balan,no,2008,Halla Bol,19.39,yes,Rajkumar Santoshi
Vidya Balan,no,2008,Kismat Konnection,,yes,Aziz Mirza
Vidya Balan,no,2009,Paa,,yes,R. Balki
Vidya Balan,no,2010,Ishqiya,31.81,no,Abhishek Chaubey
Vidya Balan,no,2011,No One Killed Jessica,45.72,no,Raj Kumar Gupta
Vidya Balan,no,2011,Thank You,104.00,yes,Anees Bazmee
Vidya Balan,no,2011,The Dirty Picture,130.00,yes,Milan Luthria
Vidya Balan,no,2012,Ferrari Ki Sawaari,45.69,no,Rajesh Mapuskar
Vidya Balan,no,2012,Kahaani,104.00,no,Sujoy Ghosh
Vidya Balan,no,2013,Ghanchakkar,38.00,yes,Rajkumar Gupta
Vidya Balan,no,2014,Bobby Jasoos,20.38,no,Samar Shaikh
Vidya Balan,no,2014,Shaadi Ke Side Effects,69.60,no,Saket Chaudhary
Vidya Balan,no,2015,Hamari Adhuri Kahani,58.00,yes,Mohit Suri
Vidya Balan,no,2016,Kahaani 2: Durga Rani Singh,54.70,no,Sujoy Ghosh
Vidya Balan,no,2016,Te3n,32.31,no,Ribhu Dasgupta
Vidya Balan,no,2017,Begum Jaan,30.60,no,Srijit Mukherji
Vidya Balan,no,2017,Tumhari Sulu,51.39,no,Suresh Triveni
Vidya Balan,no,2019,Mission Mangal,290.59,yes,Jagan Shakti
Vidya Balan,no,2020,Shakuntala Devi,,no,Anu Menon
Vidya Balan,no,2021,Sherni,,no,Amit V. Masurkar
Vidya Balan,no,2022,Jalsa,,no,Suresh Triveni
Vidya Balan,no,2023,Neeyat,5.50,no,Anu Menon
Vidya Balan,no,2024,Bhool Bhulaiyaa 3,423.85,no,Anees Bazmee
Vidya Balan,no,2024,Do Aur Do Pyaar,4.63,no,Shirsha Guha Thakurta
Vidya Malvade,no,2003,Inteha,,no,Vikram Bhatt
Vidya Malvade,no,2005,"U, Bomsi n Me",,no,Jairaj Padmanabhan
Vidya Malvade,no,2007,Chak De! India,109.00,no,Shimit Amin
Vidya Malvade,no,2008,Kidnap,35.60,yes,Sanjay Gadhvi
Vidya Malvade,no,2010,Tum Milo Toh Sahi,3.52,no,Kabir Sadanand
Vidya Malvade,no,2012,1920: The Evil Returns,,no,Bhushan Patel
Vidya Malvade,no,2024,Ruslaan,2.70,no,Karan Butani
Vidya Malvade,no,2025,Sangee,,no,Sumit Kulkarni
Vidyut Jammwal,no,2011,Force,40.00,yes,Nishikant Kamat
Vidyut Jammwal,no,2017,Baadshaho,123.50,yes,Milan Luthria
Vidyut Jammwal,no,2017,Commando 2,39.04,no,Deven Bhojani
Vidyut Jammwal,no,2019,Commando 3,40.15,no,Aditya Datt
Vidyut Jammwal,no,2019,Junglee,24.70,no,Chuck Russell
Vidyut Jammwal,no,2020,Khuda Haafiz,,no,Faruk Kabir
Vidyut Jammwal,no,2020,Yaara,,no,Tigmanshu Dhulia
Vidyut Jammwal,no,2021,Sanak,,no,Kanishk Varma
Vidyut Jammwal,no,2021,The Power,,yes,Mahesh Manjrekar
Vidyut Jammwal,no,2022,Khuda Haafiz: Chapter 2 – Agni Pariksha,20.33,no,Faruk Kabir
Vidyut Jammwal,no,2023,IB71,29.19,no,Sankalp Reddy
Vidyut Jammwal,no,2024,Crakk,17.08,no,Aditya Datt
Vidyut Jamwal,no,2013,Bullett Raja,53.60,yes,Tigmanshu Dhulia
Vidyut Jamwal,no,2013,Commando: A One Man Army,27.00,no,Dilip Ghosh
Vihaan Samat,no,2024,CTRL,,yes,Vikramaditya Motwane
Viidhi,no,2025,Pintu Ki Pappi,,no,Shiv Hare
Viineet Kumar Singh,no,2022,Siya,,no,Manish Mundra
Vijay Deverakonda,no,2022,Liger,,no,Puri Jagannadh
Vijay Kashyap,no,2015,Take It Easy,,no,Sunil Prem Vyas
Vijay Maurya,no,2016,Dhanak,,no,Nagesh Kukunoor
Vijay Patkar,no,2011,Masti Express,,no,Vikram Pradhan
Vijay Patkar,no,2017,Sniff,,no,Amole Gupte
Vijay Raaz,no,2000,Dil Pe Mat Le Yaar,,no,Hansal Mehta
Vijay Raaz,no,2001,Monsoon Wedding,,no,Mira Nair
Vijay Raaz,no,2002,Lal Salaam,,no,Gaganvihari Borate
Vijay Raaz,no,2002,Road,,yes,Rajat Mukherjee
Vijay Raaz,no,2003,Mumbai Matinee,,no,Anant Balani
Vijay Raaz,no,2003,Raghu Romeo,,no,Rajat Kapoor
Vijay Raaz,no,2004,Run,,yes,Jeeva
Vijay Raaz,no,2005,Deewane Huye Paagal,26.50,yes,Vikram Bhatt
Vijay Raaz,no,2005,Mumbai Xpress,5.17,no,Singeetam Srinivasa Rao
Vijay Raaz,no,2007,Anwar,0.12,no,Manish Jha
Vijay Raaz,no,2007,Dhamaal,50.73,yes,Indra Kumar
Vijay Raaz,no,2007,Journey Bombay to Goa,,no,Raj Pendurkar
Vijay Raaz,no,2008,Hari Puttar: A Comedy of Terrors,,no,Lucky Kohli & Rajesh Bajaj
Vijay Raaz,no,2009,Barah Aana,,no,Raja Menon
Vijay Raaz,no,2009,Ek Se Bure Do,,no,Tarique
Vijay Raaz,no,2009,Yeh Mera India,,no,N. Chandra
Vijay Raaz,no,2011,Bin Bulaye Baraati,,no,Chandrakant Singh
Vijay Raaz,no,2011,Delhi Belly,103.00,yes,Abhinay Deo
Vijay Raaz,no,2012,Gali Gali Chor Hai,13.07,yes,Rumi Jaffrey
Vijay Raaz,no,2014,Kya Dilli Kya Lahore,,no,Vijay Raaz
Vijay Raaz,no,2014,Mr Joe B. Carvalho,,yes,Samir Tiwari
Vijay Raaz,no,2014,O Teri,3.60,no,Umesh Bist
Vijay Raaz,no,2016,Mission Tiger,,no,Dipu Karunakaran
Vijay Raaz,no,2016,Saat Uchakkey,,no,Sanjeev Sharma
Vijay Raaz,no,2018,Kaalakaandi,10.00,yes,Akshat Verma
Vijay Raaz,no,2019,Chopsticks,,yes,Sachin Yardi
Vijay Raaz,no,2019,Kanpuriye,,no,Ashish Aryan
Vijay Raaz,no,2019,Setters,0.58,no,Ashwini Chaudhary
Vijay Raaz,no,2020,Gulabo Sitabo,,no,Shoojit Sircar
Vijay Raaz,no,2020,Lootcase,,no,Rajesh Krishnan
Vijay Raaz,no,2021,Kya Meri Sonam Gupta Bewafa Hai?,,no,Ssaurabh Tyagi
Vijay Raaz,no,2021,Sherni,,no,Amit V. Masurkar
Vijay Raaz,no,2021,Waah Zindagi,,no,Dinesh S Yadav
Vijay Raaz,no,2022,36 Farmhouse,,no,Ram Ramesh Sharm
Vijay Raaz,no,2022,Gangubai Kathiawadi,209.77,yes,Sanjay Leela Bhansali
Vijay Raaz,no,2022,Odd Couple,,no,Prashant Johari
Vijay Raaz,no,2023,Aankh Micholi,1.50,no,Umesh Shukla
Vijay Raaz,no,2023,Dream Girl 2,140.56,yes,Raaj Shaandilyaa
Vijay Raaz,no,2023,Kathal,,no,Yashowardhan Mishra
Vijay Raaz,no,2024,Kartam Bhugtam,1.00,no,Soham P. Shah
Vijay Raaz,no,2025,Pintu Ki Pappi,,no,Shiv Hare
Vijay Raaz,no,2025,Udaipur Files,0.63,no,Bharat Shrinat
Vijay Sanap,no,2017,Daddy,15.50,no,Ashim Ahluwalia
Vijay Sethupathi,no,2023,Jawan,0.00,no,Atlee
Vijay Sethupathi,no,2023,Mumbaikar,,no,Santosh Sivan
Vijay Sethupathi,no,2024,Merry Christmas,,no,Sriram Raghavan
Vijay Varma,no,2017,Monsoon Shootout,,no,Amit Kumar
Vijay Varma,no,2020,Bamfaad,,no,Ranjan Chandel
Vijay Varma,no,2020,Ghost Stories,,yes,Karan Johar Dibakar Banerjee Zoya Akhtar Anurag Kashyap
Vijay Varma,no,2020,Yaara,,no,Tigmanshu Dhulia
Vijay Varma,no,2022,Darlings,,yes,Jasmeet K Reen
Vijay Varma,no,2022,Hurdang,,yes,Nikhil Nagesh Bhat
Vijay Varma,no,2023,Jaane Jaan,,yes,Sujoy Ghosh
Vijay Varma,no,2023,Lust Stories 2,,yes,R. Balki Konkona Sen Sharma Amit Ravindernath Sharma Sujoy Ghosh
Vijay Varma,no,2024,Murder Mubarak,,yes,Homi Adajania
Vijay Varma,no,2025,Gustaakh Ishq,2.29,no,Vibhu Puri
Vijayant Kohli,no,2014,Paranthe Wali Gali,,no,Sachin Gupta
Vijayant Kohli,no,2018,Brij Mohan Amar Rahe!,,no,Nikhil Bhatt
Vijayendra Ghatge,no,2002,Kabhie Tum Kabhie Hum,,no,
Vije Bhatia,no,2017,Romeo-N-Bullet,,no,Aditya Kumar
Vijender Singh,no,2014,Fugly,13.60,yes,Kabir Sadanand
Viju Khote,no,2018,Jaane Kyun De Yaaron,,no,Akshay Anand
Vikas Anand,no,2000,Sultaan,,no,
Vikas Anand,no,2008,Jimmy,1.86,yes,Raj N. Sippy
Vikas Anand,no,2008,Pehli Nazar Ka Pyaar,,no,Arshad Khan
Vikas Bahl,no,2008,Aamir,,no,Rajkumar Gupta
Vikas Bhalla,no,2000,Shikaar,,no,Bobby Raj
Vikas Bhalla,no,2005,Pyaar Mein Twist,1.32,yes,Hriday Shetty
Vikas Bhalla,no,2006,Ankahee,,yes,Vikram Bhatt
Vikas Bhalla,no,2010,Chance Pe Dance,16.30,yes,Ken Ghosh
Vikas Bhardwaj,no,2005,Classic – Dance of Love,,no,Babbar Subhash
Vikas Giri,no,2018,When Obama Loved Osama,,no,Sudhish Kumar Sharma
Vikas Giri,no,2023,Pyar Ki Policy,,no,Sudhish Kumar Sharma
Vikas Kalantri,no,2001,Pyaar Zindagi Hai,0.11,yes,Vijay Sadanah
Vikas Kalantri,no,2003,Nayee Padosan,,no,B. H. Tharun Kumar
Vikas Kalantri,no,2004,Dil Bechara Pyaar Ka Maara,,no,Omkarnath Mishra
Vikas Kalantri,no,2004,Dukaan,,no,Iqbal Durrani
Vikas Kalantri,no,2007,Aggar,,no,Anant Mahadevan
Vikas Kalantri,no,2007,Naqaab,21.20,yes,Abbas Mustan
Vikas Kumar,no,2015,Prithipal Singh... A Story,,no,Babita Puri
Vikas Kumar,no,2019,Hamid,0.07,no,Aijaz Khan
Vikas Kumar,no,2021,Dhamaka,,no,Ram Madhvani
Vikas Sethi,no,2001,Deewaanapan,10.00,no,Ashu Trikha
Vikas Sethi,no,2003,Oops!,,no,Deepak Tijori
Vikas Shrivastav,no,2013,Beehad - The Ravines,,no,Krishna Mishra
Vikas Shrivastav,no,2013,Dhoom 3,589.02,yes,Vijay Krishna Acharya
Vikas Srivastava,no,2019,Battalion 609,0.01,no,Brijesh Batuknath Tripathi
Vikas Verma,no,2017,Judwaa 2,227.59,yes,David Dhawan
Vikas Verma,no,2019,Main Zaroor Aaunga,,yes,Chandrakant Singh
Vikas Verma,no,2024,Kahan Shuru Kahan Khatam,,no,Saurabh Dasgupta
Vikram,no,2010,Raavan,49.50,yes,Mani Ratnam
Vikram,no,2013,David,17.00,no,Bejoy Nambiar
Vikram Chatwal,no,2005,Ek Ajnabee,,yes,Apoorva Lakhia
Vikram Chatwal,no,2007,Honeymoon Travels Pvt. Ltd.,19.51,yes,Reema Kagti
Vikram Gokhale,no,2005,Sau Jhooth Ek Sach,0.02,no,Bappaditya Roy
Vikram Gokhale,no,2009,De Dana Dan,81.85,no,Priyadarshan
Vikram Gokhale,no,2009,The Stoneman Murders,,yes,Manish Gupta
Vikram Gokhale,no,2015,Ab Tak Chhappan 2,6.64,no,Aejaz Gulab
Vikram Gokhale,no,2015,Take It Easy,,no,Sunil Prem Vyas
Vikram Gokhale,no,2019,Pranaam,,no,Sanjiv Jaiswal
Vikram Inamdar,no,2004,Hyderabad Blues 2,,no,Nagesh Kukunoor
Vikram Kapadia,no,2009,Aamras,,no,Rupali Guha
Vikram Kapadia,no,2014,A Decent Arrangement,,no,Sarovar Banka
Vikram Koccher,no,2021,Bawri Chhori,,no,Kartik Ramalingam
