actor,actor_nepo,year,movie,gross_cr,film_has_nepo_cast,director
Karishma Tanna,no,2005,Dosti: Friends Forever,23.00,yes,Suneel Darshan
Karishma Tanna,no,2013,Grand Masti,148.23,yes,Indra Kumar
Karishma Tanna,no,2021,Lahore Confidential,,no,Kunal Kohli
Karisma Kapoor,yes,2000,Chal Mere Bhai,22.28,yes,David Dhawan
Karisma Kapoor,yes,2000,Dulhan Hum Le Jayenge,36.87,yes,David Dhawan
Karisma Kapoor,yes,2000,Fiza,32.20,yes,Khalid Mohammed
Karisma Kapoor,yes,2000,Hum To Mohabbat Karega,9.92,yes,Kundan Shah
Karisma Kapoor,yes,2000,Shikari,,yes,N. Chandra
Karisma Kapoor,yes,2001,Aashiq,18.75,yes,Indra Kumar
Karisma Kapoor,yes,2001,Ek Rishtaa: The Bond of Love,36.50,yes,Suneel Darshan
Karisma Kapoor,yes,2001,Zubeidaa,5.60,yes,Shyam Benegal
Karisma Kapoor,yes,2002,Haan Maine Bhi Pyaar Kiya,19.55,yes,Dharmesh Darshan
Karisma Kapoor,yes,2002,Rishtey,12.37,yes,Indra Kumar
Karisma Kapoor,yes,2002,Shakti - The Power,20.00,yes,Boney Kapoor
Karisma Kapoor,yes,2003,Baaz: A Bird in Danger,4.80,yes,Tinu Verma
Karisma Kapoor,yes,2006,Mere Jeevan Saathi,7.82,yes,Suneel Darshan
Karisma Kapoor,yes,2012,Dangerous Ishq,8.69,yes,Vikram Bhatt
Karisma Kapoor,yes,2024,Murder Mubarak,,yes,Homi Adajania
Karthik Jayaram,no,2020,O Pushpa I Hate Tears,,no,Dinkar Kapoor
Kartik Aaryan,no,2011,Pyaar Ka Punchnama,17.50,no,Luv Ranjan
Kartik Aaryan,no,2014,Kaanchi: The Unbreakable,,yes,Subhash Ghai
Kartik Aaryan,no,2015,Pyaar Ka Punchnama 2,88.17,no,Luv Ranjan
Kartik Aaryan,no,2017,Guest iin London,10.64,no,Ashwni Dhir
Kartik Aaryan,no,2018,Sonu Ke Titu Ki Sweety,,no,Luv Ranjan
Kartik Aaryan,no,2019,Luka Chuppi,128.60,no,Laxman Utekar
Kartik Aaryan,no,2019,Pati Patni Aur Woh,118.00,yes,Mudassar Aziz
Kartik Aaryan,no,2020,Love Aaj Kal,52.63,yes,Imtiaz Ali
Kartik Aaryan,no,2021,Dhamaka,,no,Ram Madhvani
Kartik Aaryan,no,2022,Bhool Bhulaiyaa 2,266.88,no,Anees Bazmee
Kartik Aaryan,no,2022,Freddy,,no,Shashanka Ghosh
Kartik Aaryan,no,2023,Satyaprem Ki Katha,117.77,no,Sameer Vidwans
Kartik Aaryan,no,2023,Shehzada,47.43,no,Rohit Dhawan
Kartik Aaryan,no,2024,Bhool Bhulaiyaa 3,423.85,no,Anees Bazmee
Kartik Aaryan,no,2024,Chandu Champion,88.73,no,Kabir Khan
Kartik Aaryan,no,2025,Tu Meri Main Tera Main Tera Tu Meri,48.02,yes,Sameer Vidwans
Kartik Tiwari,no,2013,Akaash Vani,2.24,no,Luv Ranjan
Karuna Pandey,no,2016,Bollywood Diaries,,no,K.D. Satyam
Kasam Ali,no,2000,Aaj Ka Ravan,1.02,no,Imran Khalid
Kashika Kapoor,no,2024,Aayushmati Geeta Matric Pass,,no,Prradip Khairwar
Kashmera Shah,no,2000,Dil Pe Mat Le Yaar,,no,Hansal Mehta
Kashmera Shah,no,2002,Aankhen,33.80,no,Vipul Shah
Kashmera Shah,no,2005,Revati,0.15,no,Farogh Siddique
Kashmera Shah,no,2006,Holiday,,no,Pooja Bhatt
Kashmera Shah,no,2006,Phir Hera Pheri,69.00,no,Neeraj Vora
Kashmera Shah,no,2007,Aur Pappu Paas Ho Gaya,,no,S. Soni
Kashmera Shah,no,2007,My Bollywood Bride,,no,Rajeev Virani
Kashmera Shah,no,2019,Marne Bhi Do Yaaron,,no,Kashmera Shah
Kashmira Shah,no,2010,City of Gold,,no,Mahesh Manjrekar
Kat Stewart,no,2025,My Melbourne,,no,Kabir Khan Rima Das Onir Imtiaz Ali
Katrina Kaif,no,2003,Boom,1.20,no,Kaizad Gustad
Katrina Kaif,no,2005,Maine Pyaar Kyun Kiya?,47.22,yes,David Dhawan
Katrina Kaif,no,2005,Sarkar,39.30,yes,Ram Gopal Varma
Katrina Kaif,no,2006,Humko Deewana Kar Gaye,27.00,no,Raj Kanwar
Katrina Kaif,no,2007,Apne,69.28,yes,Anil Sharma
Katrina Kaif,no,2007,Namastey London,71.40,yes,Vipul Amrutlal Shah
Katrina Kaif,no,2007,Nanhe Jaisalmer,,yes,Samir Karnik
Katrina Kaif,no,2007,Partner,101.00,yes,David Dhawan
Katrina Kaif,no,2007,Welcome,122.00,no,Anees Bazmee
Katrina Kaif,no,2008,Hello,17.96,yes,Atul Agnihotri
Katrina Kaif,no,2008,Race,106.00,yes,Abbas–Mustan
Katrina Kaif,no,2008,Singh Is Kinng,136.00,no,Anees Bazmee
Katrina Kaif,no,2008,Yuvvraaj,31.22,yes,Subhash Ghai
Katrina Kaif,no,2009,Ajab Prem Ki Ghazab Kahani,106.74,yes,Rajkumar Santoshi
Katrina Kaif,no,2009,Blue,63.92,yes,Anthony D'souza
Katrina Kaif,no,2009,De Dana Dan,81.85,no,Priyadarshan
Katrina Kaif,no,2009,New York,78.34,no,Kabir Khan
Katrina Kaif,no,2010,Jaane Kahan Se Aayi Hai,,no,Milap Zaveri
Katrina Kaif,no,2010,Raajneeti,145.50,yes,Prakash Jha
Katrina Kaif,no,2010,Tees Maar Khan,101.89,yes,Farah Khan
Katrina Kaif,no,2011,Mere Brother Ki Dulhan,,yes,Ali Abbas Zafar
Katrina Kaif,no,2011,Zindagi Na Milegi Dobara,163.00,yes,Zoya Akhtar
Katrina Kaif,no,2012,Ek Tha Tiger,334.39,yes,Kabir Khan
Katrina Kaif,no,2012,Jab Tak Hai Jaan,235.00,no,Yash Chopra
Katrina Kaif,no,2013,Bombay Talkies,10.00,yes,"Anurag Kashyap , Karan Johar , Zoya Akhtar , Dibakar Banerjee"
Katrina Kaif,no,2013,Dhoom 3,589.02,yes,Vijay Krishna Acharya
Katrina Kaif,no,2013,Main Krishna Hoon,,yes,Rajiv S. Ruia
Katrina Kaif,no,2014,Bang Bang!,333.00,yes,Siddharth Anand
Katrina Kaif,no,2015,Phantom,84.00,yes,Kabir Khan
Katrina Kaif,no,2016,Baar Baar Dekho,62.67,no,Nitya Mehra
Katrina Kaif,no,2016,Fitoor,42.38,yes,Abhishek Kapoor
Katrina Kaif,no,2017,Jagga Jasoos,86.85,yes,Anurag Basu
Katrina Kaif,no,2017,Tiger Zinda Hai,570.83,yes,Ali Abbas Zafar
Katrina Kaif,no,2018,Thugs of Hindostan,335.00,yes,Vijay Krishna Acharya
Katrina Kaif,no,2018,Zero,191.43,yes,Aanand L. Rai
Katrina Kaif,no,2019,Bharat,325.58,yes,Ali Abbas Zafar
Katrina Kaif,no,2021,Sooryavanshi,302.52,no,Rohit Shetty
Katrina Kaif,no,2022,Phone Bhoot,18.73,yes,Gurmmeet Singh
Katrina Kaif,no,2023,Tiger 3,466.63,yes,Maneesh Sharma
Katrina Kaif,no,2024,Merry Christmas,,no,Sriram Raghavan
Kaustav Sinha,no,2023,Sirf Ek Bandaa Kaafi Hai,,no,Apoorva Singh Karki
Kaveri Jha,no,2007,Bhool Bhulaiyaa,83.00,no,Priyadarshan
Kaveri Jha,no,2009,Jail,10.00,no,Madhur Bhandarkar
Kaveri Jha,no,2010,Bumm Bumm Bole,1.34,no,Priyadarshan
Kaveri Kapur,no,2025,Bobby Aur Rishi Ki Love Story,,no,Kunal Kohli
Kavi Raz,no,2011,I Am Singh,,no,Puneet Issar
Kavi Shastri,no,2009,Love Aaj Kal,119.52,yes,Imtiaz Ali
Kavi Shastri,no,2014,Amit Sahni Ki List,,no,Ajay Bhuyan
Kavi Shastri,no,2014,Main Aur Mr. Riight,,no,Adeeb Rais
Kavin Dave,no,2010,Crook,12.40,yes,Mohit Suri
Kavin Dave,no,2010,I Hate Luv Storys,72.52,yes,Punit Malhotra
Kavin Dave,no,2010,My Name Is Khan,220.30,yes,Karan Johar
Kavin Dave,no,2014,3 A.M.,,no,Vishal Mahadkar
Kavin Dave,no,2015,Ishqedarriyaan,,yes,V. K. Prakash
Kavin Dave,no,2021,Cash,,no,Rishab Seth
Kavita Kapoor,no,2004,King of Bollywood,,no,Piyush Jha
Kavita Radheshyam,no,2012,Paanch Ghantey Mien Paanch Crore,,no,Faisal Saif
Kavita Radheshyam,no,2015,Main Hoon Part-Time Killer,,no,Faisal Saif
Kavita Tripathi,no,2020,The Hundred Bucks,,no,Dushyant Pratap Singh
Kavya Thapar,no,2022,Middle Class Love,,no,Rantnaa Sinha
Kay Kay Menon,no,2004,Deewaar,28.60,yes,Milan Luthria
Kay Kay Menon,no,2005,Dansh,,no,Kanika Verma
Kay Kay Menon,no,2005,Ek Khiladi Ek Haseena,7.88,yes,Suparn Verma
Kay Kay Menon,no,2005,Hazaaron Khwaishein Aisi,,no,Sudhir Mishra
Kay Kay Menon,no,2005,Silsiilay,,no,Khalid Mohamed
Kay Kay Menon,no,2006,Corporate,15.06,no,Madhur Bhandarkar
Kay Kay Menon,no,2007,Black Friday,8.00,no,Anurag Kashyap
Kay Kay Menon,no,2007,Go,,no,Manish Shrivastava
Kay Kay Menon,no,2007,Honeymoon Travels Pvt. Ltd.,19.51,yes,Reema Kagti
Kay Kay Menon,no,2007,Life in a... Metro,24.45,no,Anurag Basu
Kay Kay Menon,no,2007,Strangers,,no,Aanand L. Rai
Kay Kay Menon,no,2008,Drona,15.00,yes,Goldie Behl
Kay Kay Menon,no,2008,Maan Gaye Mughal-e-Azam,,no,Sanjay Chhel
Kay Kay Menon,no,2008,Mumbai Meri Jaan,5.02,yes,Nishikanth Kamat
Kay Kay Menon,no,2008,Shaurya,,no,Samar Khan
Kay Kay Menon,no,2008,Sirf,55.50,no,Rajaatesh Nayar
Kay Kay Menon,no,2008,Via Darjeeling,,no,Arindam Nandy
Kay Kay Menon,no,2009,Aagey Se Right,,no,Indrajit Nattoji
Kay Kay Menon,no,2009,Gulaal,,no,Anurag Kashyap
Kay Kay Menon,no,2009,Sankat City,,no,Pankaj Advani
Kay Kay Menon,no,2009,The Stoneman Murders,,yes,Manish Gupta
Kay Kay Menon,no,2010,Benny and Babloo,,no,Yunus Sajawal
Kay Kay Menon,no,2010,Lafangey Parindey,22.70,no,Pradeep Sarkar
Kay Kay Menon,no,2010,"Shahrukh Bola ""Khoobsurat Hai Tu""",,no,Makrand Deshpande
Kay Kay Menon,no,2010,Tera Kya Hoga Johnny,,yes,Sudhir Mishra
Kay Kay Menon,no,2011,Bheja Fry 2,,no,Sagar Ballary
Kay Kay Menon,no,2011,Bhindi Baazaar Inc.,1.19,no,Ankush Bhatt
Kay Kay Menon,no,2011,Satrangee Parachute,,no,Vineet Khetrapal
Kay Kay Menon,no,2012,Chaalis Chauraasi,,no,Hriday Shetty
Kay Kay Menon,no,2012,Life Ki Toh Lag Gayi,0.32,no,Rakesh Mehta
Kay Kay Menon,no,2013,ABCD: Any Body Can Dance,,no,Remo D'Souza
Kay Kay Menon,no,2013,Ankur Arora Murder Case,10.00,no,Suhail Tatari
Kay Kay Menon,no,2013,Enemmy,,no,Ashu Trikha
Kay Kay Menon,no,2013,Shahid,3.70,no,Hansal Mehta
Kay Kay Menon,no,2014,Haider,85.00,yes,Vishal Bhardwaj
Kay Kay Menon,no,2014,Raja Natwarlal,26.80,yes,Kunal Deshmukh
Kay Kay Menon,no,2015,Baby,142.98,no,Neeraj Pandey
Kay Kay Menon,no,2015,Bombay Velvet,43.13,yes,Anurag Kashyap
Kay Kay Menon,no,2015,Rahasya,,no,Manish Gupta
Kay Kay Menon,no,2016,A Flying Jatt,56.13,yes,Remo D'Souza
Kay Kay Menon,no,2016,Saat Uchakkey,,no,Sanjeev Sharma
Kay Kay Menon,no,2017,The Ghazi Attack,62.00,no,Sankalp Reddy
Kay Kay Menon,no,2018,Phamous,,no,Karan Lalit Butani
Kay Kay Menon,no,2018,Vodka Diaries,1.26,no,Kushal Srivastava
Kay Kay Menon,no,2023,Love All,,no,Sudhanshu Sharma
Kayoze Irani,no,2016,The Legend of Michael Mishra,,no,Manish Jha
Keerthy Suresh,no,2024,Baby John,,yes,Kalees
Keerti Gaekwad Kelkar,no,2025,Dil Dosti Aur Dogs,,yes,Viral Shah
Keith Allen,no,2024,The Buckingham Murders,14.56,yes,Hansal Mehta
Kenny Basumatary,no,2020,Yaara,,no,Tigmanshu Dhulia
Kenny Desai,no,2008,Phoonk,13.62,no,Ram Gopal Varma
Kenton Duty,no,2010,My Name Is Khan,220.30,yes,Karan Johar
Ketaki Narayan,no,2025,Pune Highway,,no,Rahul da Cunha Bugs Bhargava Krishna
Ketan Raj Sharma,no,2025,Shaila,,no,Saki Shah
Ketki Dave,no,2009,Straight,,no,Parvati Balagopalan
KevJumba,no,2009,Chandni Chowk to China,120.00,no,Nikkhil Advani
Khali,no,2010,Kushti,,no,T K Rajeev Kumar
Khalid Abdalla,no,2018,Tigers,,yes,Danis Tanović
Khalid Siddiqui,no,2005,The Film,,no,Junaid Memon
Khalid Siddiqui,no,2008,Ghajini,232.00,yes,A. R. Murugadoss
Khayali,no,2009,Meri Padosan,,no,Prakash Saini
Kherin Sharma,no,2025,Maa,51.64,yes,Vishal Furia
Khusbhoo Purohit,no,2014,Babloo Happy Hai,,no,Nila Madhab Panda
Khushalii Kumar,no,2022,Dhokha: Round D Corner,3.74,no,Kookie Gulati
Khushalii Kumar,no,2023,Starfish,0.10,no,Akhilesh Jaiswal
Khushalii Kumar,no,2024,Dedh Bigha Zameen,,no,Pulkit
Khushalii Kumar,no,2024,Ghudchadi,,yes,Binoy Gandhi
Khushboo Gupta,no,2023,Pinky Beauty Parlour,,no,Akshay Singh
Khushboo Upadhyay,no,2017,Trapped,3.53,no,Vikramaditya Motwane
Khushboo Upadhyay,no,2019,Jaoon Kahan Bata Ae Dil,,no,Aadish Keluskar
Khushi Kapoor,yes,2023,The Archies,,yes,Zoya Akhtar
Khushi Kapoor,yes,2025,Loveyapa,8.99,yes,Advait Chandan
Khushi Kapoor,yes,2025,Nadaaniyan,,yes,Shauna Gautam
Khushmeet Gill,no,2017,Sniff,,no,Amole Gupte
Khả Ngân,no,2025,Love in Vietnam,,no,Rahat Shah Kazmi
Kiara Advani,no,2014,Fugly,13.60,yes,Kabir Sadanand
Kiara Advani,no,2016,M.S. Dhoni: The Untold Story,215.48,no,Neeraj Pandey
Kiara Advani,no,2017,Machine,3.48,no,Abbas–Mustan
Kiara Advani,no,2018,Lust Stories,,yes,"Anurag Kashyap , Karan Johar , Zoya Akhtar , Dibakar Banerjee"
Kiara Advani,no,2019,Good Newwz,318.57,yes,Raj Mehta
Kiara Advani,no,2019,Kabir Singh,379.02,yes,Sandeep Vanga
Kiara Advani,no,2020,Guilty,,no,Ruchi Narain
Kiara Advani,no,2020,Indoo Ki Jawani,1.52,no,Abir Sengupta
Kiara Advani,no,2020,Laxmii,,no,Raghava Lawrence
Kiara Advani,no,2021,Shershaah,,no,Vishnuvardhan
Kiara Advani,no,2022,Bhool Bhulaiyaa 2,266.88,no,Anees Bazmee
Kiara Advani,no,2022,Govinda Naam Mera,,yes,Shashank Khaitan
Kiara Advani,no,2022,Jugjugg Jeeyo,136.13,yes,Raj Mehta
Kiara Advani,no,2023,Satyaprem Ki Katha,117.77,no,Sameer Vidwans
Kiara Advani,no,2025,War 2,,yes,Ayan Mukerji
Kiku Sharda,no,2008,Roadside Romeo,6.46,yes,Jugal Hansraj
Kim Sharma,no,2000,Mohabbatein,76.91,yes,Aditya Chopra
Kim Sharma,no,2002,Kehtaa Hai Dil Baar Baar,,no,Rahul Dholakia
Kim Sharma,no,2002,Tum Se Achcha Kaun Hai,16.00,no,Deepak Anand
Kim Sharma,no,2004,Fida,16.90,yes,Ken Ghosh
Kim Sharma,no,2005,Padmashree Laloo Prasad Yadav,,no,Mahesh Manjrekar
Kim Sharma,no,2005,Yakeen,,no,Girish Dhamija
Kim Sharma,no,2006,Kudiyon Ka Hai Zamana,,yes,Amar Butala
Kim Sharma,no,2006,"Tom, Dick, and Harry",,no,Deepak Tijori
Kim Sharma,no,2007,Chhodon Naa Yaar,0.26,no,Dillip Sood
Kim Sharma,no,2007,Nehlle Pe Dehlla,6.41,yes,Ajay Chandhok
Kim Sharma,no,2008,Money Hai Toh Honey Hai,,no,Ganesh Acharya
Kim Sharma,no,2009,Daddy Cool,,no,K. Murli Manohar Rao
Kim Sharma,no,2009,Marega Salaa,,no,Devang Dholkia
Kiran,no,2005,Revati,0.15,no,Farogh Siddique
Kiran Janjani,no,2003,Oops!,,no,Deepak Tijori
Kiran Janjani,no,2005,Jalwa - Fun in Love,,no,Rajiv S. Ruia
Kiran Janjani,no,2005,Sitam,,no,
Kiran Janjani,no,2007,Haseena,,no,Vicky Ranawat
Kiran Janjani,no,2007,My Friend Ganesha,1.59,no,Rajiv S Ruia
Kiran Jhanjhani,no,2004,Stop!,,no,Ajai Sinha
Kiran Juneja,no,2004,Sheen,,no,Ashok Pandit
Kiran Juneja,no,2006,Khosla Ka Ghosla,6.67,no,Dibakar Banerjee
Kiran Juneja,no,2008,Fashion,39.29,yes,Madhur Bhandarkar
Kiran Karmarkar,no,2015,Crazy Cukkad Family,,no,Ritesh Menon
Kiran Karmarkar,no,2024,Article 370,110.57,no,Aditya Suhas Jambhale
Kiran Kumar,no,2002,Mujhse Dosti Karoge!,33.61,yes,Kunal Kohli
Kiran Kumar,no,2003,Humein Tumse Pyar Ho Gaya Chupke Chupke,,no,Pramod Mandloi
Kiran Kumar,no,2005,Chand Sa Roshan Chehra,0.53,no,Shabah Shamsi
Kiran Kumar,no,2005,Dosti: Friends Forever,23.00,yes,Suneel Darshan
Kiran Kumar,no,2011,Love U...Mr. Kalakaar!,,yes,S. Manasvi
Kiran Kumar,no,2017,Sallu Ki Shaadi,,no,Mohammad Israr Ansari
Kiran Kumar,no,2019,Keep Safe Distance,,no,Raama Mehra
Kiran Kumar,no,2025,Mission Grey House,,no,Naushad Siddiqui
Kiren Jog,no,2020,London Confidential,,no,Kanwal Sethi
Kiron Kher,no,2007,Om Shanti Om,152.00,no,Farah Khan
Kiron Kher,no,2008,Saas Bahu Aur Sensex,,no,Shona Urvashi
Kiron Kher,no,2008,Singh Is Kinng,136.00,no,Anees Bazmee
Kiron Kher,no,2014,Khoobsurat,79.43,yes,Shashanka Ghosh
Kiron Kher,no,2014,Total Siyapaa,13.10,no,E Niwas
Kirron Kher,no,2004,Hum Tum,43.22,yes,Kunal Kohli
Kirron Kher,no,2004,Khamosh Pani,,no,Sabiha Kumar
Kirron Kher,no,2004,Veer-Zaara,97.64,yes,Yash Chopra
Kirron Kher,no,2006,Fanaa,103.00,yes,Kunal Kohli
Kirron Kher,no,2006,I See You,1.92,yes,Vivek Agrawal
Kirron Kher,no,2006,Kabhi Alvida Naa Kehna,113.00,yes,Karan Johar
Kirron Kher,no,2006,Rang De Basanti,97.00,yes,Rakeysh Omprakash Mehra
Kirron Kher,no,2007,Apne,69.28,yes,Anil Sharma
Kirron Kher,no,2007,Just Married,,yes,Meghna Gulzar
Kirron Kher,no,2008,Dostana,87.00,yes,Tarun Mansukhani
Kirron Kher,no,2009,Kambakkht Ishq,85.56,yes,Sabbir Khan
Kirron Kher,no,2009,Kurbaan,42.90,yes,Rensil D'Silva
Kirron Kher,no,2011,Mummy Punjabi,,no,Pammi Somal
Kirron Kher,no,2012,Ajab Gazabb Love,,yes,Sanjay Gadhvi
Kirti Adarkar,no,2016,Rebellious Flower,,no,Krishan Hooda
Kirti Kulhari,no,2013,Sooper Se Ooper,,no,Shekhar Ghosh
Kirti Kulhari,no,2014,Jal,,no,Girish Malik
Kirti Kulhari,no,2016,Pink,157.32,no,Aniruddha Roy Chowdhury
Kirti Kulhari,no,2017,Indu Sarkar,6.07,no,Madhur Bhandarkar
Kirti Kulhari,no,2018,Blackmail,28.81,no,Abhinay Deo
Kirti Kulhari,no,2019,Mission Mangal,290.59,yes,Jagan Shakti
Kirti Kulhari,no,2021,Shaadisthan,,no,Raj Singh Chaudhary
Kirti Kulhari,no,2021,The Girl on the Train,,no,Ribhu Dasgupta
Kirti Kulhari,no,2023,Khichdi 2: Mission Paanthukistan,5.65,no,Aatish Kapadia
Kirti Kulhari,no,2025,Badass Ravi Kumar,9.66,no,Keith Gomes
Kirti Kulhari,no,2025,Hisaab Barabar,,no,Ashwni Dhir
Kirti Reddy,no,2000,Tera Jadoo Chal Gayaa,,yes,A. Muthu
Kirti Reddy,no,2001,Pyaar Ishq Aur Mohabbat,7.15,no,Rajiv Rai
Kirti Reddy,no,2002,Badhaai Ho Badhaai,6.99,no,Satish Kaushik
Kirti Vaidhya,no,2014,Neighbours,,no,Shyam Ramsay
Kishor Kadam,no,2008,Contract,,no,Ram Gopal Varma
Kishor Kadam,no,2016,Anna,,yes,Shashank Udapurkar
Kishor Kadam,no,2019,Albert Pinto Ko Gussa Kyun Aata Hai?,,no,Soumitra Ranade
Kishor Kadam,no,2022,Operation Romeo,,no,Shashant Shah
Kishore Anand Bhanushali,no,2000,Kharidaar,,no,Papu Bahruz
Kishore Kumar,no,2013,Love in Bombay,,no,Joy Mukherjee
Kishore Kumar G,no,2025,Costao,,no,Sejal Shah
Kishori Ballal,no,2004,Swades,40.20,no,Ashutosh Gowarikar
Kishori Shahane,no,2014,Anuradha,,no,Raju Mavani
Kishori Shahane,no,2014,Badlapur Boys,,no,Shailesh Verma
Kishori Shahane,no,2014,Ya Rab,,no,Hasnain Hyderabadwala
Kishori Shahane,no,2015,Lakhon Hain Yahan Dilwale,,no,Munnawar Bhagat
Kishori Shahane,no,2017,Simran,27.25,no,Hansal Mehta
Kitu Gidwani,no,2006,Dil Diya Hai,3.25,yes,Aaditya Datt
Kitu Gidwani,no,2016,Traffic,11.65,no,Rajesh Pillai
Kitu Gidwani,no,2020,Ghost Stories,,yes,Karan Johar Dibakar Banerjee Zoya Akhtar Anurag Kashyap
Koel Purie,no,2008,Rock On!!,36.00,no,Abhishek Kapoor
Koena Mitra,no,2004,Musafir,18.71,yes,Sanjay Gupta
Koena Mitra,no,2005,Ek Khiladi Ek Haseena,7.88,yes,Suparn Verma
Koena Mitra,no,2005,Insan,10.41,yes,K. Subash
Koena Mitra,no,2006,Apna Sapna Money Money,20.73,no,Sangeeth Sivan
Koena Mitra,no,2008,Anamika,,no,Anant Mahadevan
Komal Thacker,no,2016,My Father Iqbal,,no,Suzad Iqbal Khan
Konkana Sen Sharma,no,2007,Life in a... Metro,24.45,no,Anurag Basu
Konkona Sen Sharma,no,2005,Amavas,,no,Sidharth Srinivasan
Konkona Sen Sharma,no,2005,Page 3,,no,Madhur Bhandarkar
Konkona Sen Sharma,no,2006,Deadline: Sirf 24 Ghante,,no,Tanveer Khan
Konkona Sen Sharma,no,2006,Omkara,42.00,yes,Vishal Bhardwaj
Konkona Sen Sharma,no,2006,Yun Hota Toh Kya Hota,,no,Nasseruddin Shah
Konkona Sen Sharma,no,2007,Aaja Nachle,,yes,Anil Mehta
Konkona Sen Sharma,no,2007,Laaga Chunari Mein Daag,25.00,yes,Pradeep Sarkar
Konkona Sen Sharma,no,2007,Traffic Signal,8.50,no,Madhur Bhandarkar
Konkona Sen Sharma,no,2008,Dil Kabaddi,,yes,Anil Sharma (Senior)
Konkona Sen Sharma,no,2008,Fashion,39.29,yes,Madhur Bhandarkar
Konkona Sen Sharma,no,2009,Luck by Chance,29.00,yes,Zoya Akhtar
Konkona Sen Sharma,no,2009,Wake Up Sid,47.10,yes,Ayan Mukerji
Konkona Sen Sharma,no,2010,Atithi Tum Kab Jaoge?,3.90,no,Ashwni Dhir
Konkona Sen Sharma,no,2010,Mirch,,no,Vinay Shukla
Konkona Sen Sharma,no,2010,Right Yaaa Wrong,,yes,Neeraj Pathak
Konkona Sen Sharma,no,2011,7 Khoon Maaf,33.00,no,Vishal Bhardwaj
Konkona Sen Sharma,no,2013,Ek Thi Daayan,40.25,yes,Kannan Iyer
Konkona Sen Sharma,no,2015,Gour Hari Dastaan,,no,Ananth Narayan Mahadevan
Konkona Sen Sharma,no,2015,Talvar,45.90,no,Meghna Gulzar
Konkona Sen Sharma,no,2016,Akira,15.06,yes,A.R. Murugadoss
Konkona Sen Sharma,no,2017,Lipstick Under My Burkha,26.68,no,Alankrita Shrivastava
Konkona Sen Sharma,no,2020,Dolly Kitty Aur Woh Chamakte Sitare,,no,Alankrita Shrivastava
Konkona Sen Sharma,no,2021,Ajeeb Daastaans,,no,Shashank Khaitan Raj Mehta Neeraj Ghaywan Kayoze Irani
Konkona Sen Sharma,no,2021,Ramprasad Ki Tehrvi,,no,Seema Pahwa
Konkona Sen Sharma,no,2023,Kuttey,4.65,yes,Aasmaan Bhardwaj
Konkona Sen Sharma,no,2025,Metro... In Dino,79.00,yes,Anurag Basu
Kota Srinivasa Rao,no,2010,Rakta Charitra,,yes,Ram Gopal Verma
Kranti Prakash Jha,no,2015,Once Upon a Time in Bihar,,no,Nitin Chandra
Krishna Abhishek,no,2002,Yeh Kaisi Mohabbat,,no,Dinkar Kapur
Krishna Abhishek,no,2005,Hum Tum Aur Mom,,yes,Ashok Nanda
Krishna Abhishek,no,2007,Aur Pappu Paas Ho Gaya,,no,S. Soni
Krishna Abhishek,no,2007,Jahan Jaaeyega Hamen Paaeyega,,no,Janmendra Ahuja
Krishna Abhishek,no,2008,Deshdrohi,0.89,no,Jagdish A. Sharma
Krishna Abhishek,no,2019,Marne Bhi Do Yaaron,,no,Kashmera Shah
Krishna Chaturvedi,no,2016,Ishq Forever,,no,Sameer Sippy
Krishna Gautam,no,2021,12 'O' Clock,,no,Ram Gopal Varma
Krishna Kumar,no,2000,Papa the Great,,no,K. Bhagyaraj
Krishna Singh Bisht,no,2021,Jamun,,no,Gaurav Mehra
Kristina Akheeva,no,2013,Yamla Pagla Deewana 2,,yes,Sangeeth Sivan
Kriti Kharbanda,no,2016,Raaz: Reboot,42.07,yes,Vikram Bhatt
Kriti Kharbanda,no,2017,Guest iin London,10.64,no,Ashwni Dhir
Kriti Kharbanda,no,2017,Shaadi Mein Zaroor Aana,19.40,no,Ratnaa Sinha
Kriti Kharbanda,no,2018,Karwaan,26.42,no,Akarsh Khurana
Kriti Kharbanda,no,2018,Veerey Ki Wedding,,no,Ashu Trikha
Kriti Kharbanda,no,2018,Yamla Pagla Deewana: Phir Se,15.00,yes,Navaniat Singh
Kriti Kharbanda,no,2019,Housefull 4,280.27,yes,Farhad Samji
Kriti Kharbanda,no,2019,Pagalpanti,49.17,no,Anees Bazmee
Kriti Kharbanda,no,2020,Taish,,no,Bejoy Nambiar
Kriti Kharbanda,no,2021,14 Phere,,no,Devanshu Singh
Kriti Sanon,no,2014,Heropanti,82.00,yes,Sabbir Khan
Kriti Sanon,no,2015,Dilwale,376.00,yes,Rohit Shetty
Kriti Sanon,no,2017,Bareilly Ki Barfi,58.75,no,Ashwini Iyer Tiwari
Kriti Sanon,no,2017,Raabta,39.05,no,Dinesh Vijan
Kriti Sanon,no,2019,Arjun Patiala,9.26,no,Rohit Jugraj
Kriti Sanon,no,2019,Housefull 4,280.27,yes,Farhad Samji
Kriti Sanon,no,2019,Luka Chuppi,128.60,no,Laxman Utekar
Kriti Sanon,no,2019,Panipat,49.29,yes,Ashutosh Gowariker
Kriti Sanon,no,2021,Hum Do Hamare Do,,no,Abhishek Jain
Kriti Sanon,no,2021,Mimi,,no,Laxman Utekar
Kriti Sanon,no,2022,Bachchhan Paandey,73.17,no,Farhad Samji
Kriti Sanon,no,2022,Bhediya,89.97,yes,Amar Kaushik
