year,title,director,cast,gross_raw,gross_cr,nepo_kid,nepo_kids_in_cast
2002,Kehtaa Hai Dil Baar Baar,Rahul Dholakia,Jimmy Shergill; Kim Sharma; Paresh Rawal,,,no,
2002,Kitne Door Kitne Paas,Mehul Kumar,Fardeen Khan; Ayub Khan; Amrita Arora; Sonali Kulkarni,,,yes,Fardeen Khan
2002,Koi Mere Dil Se Poochhe,Boney Kapoor,Jaya Bachchan; Esha Deol; Aftab Shivdasani; Sanjay Kapoor; Anupam Kher,,,yes,Esha Deol; Sanjay Kapoor
2002,Kranti,Naresh Malhotra,Bobby Deol; Amisha Patel; Om Puri; Vinod Khanna; Pallavi Kulkarni,,,yes,Bobby Deol
2002,Kuch Tum Kaho Kuch Hum Kahein,K. Ravi Shankar,Fardeen Khan; Richa Pallod; Sharad Kapoor; Sanjai Mishra; Farida Jalal,,,yes,Fardeen Khan
2002,Kya Yehi Pyaar Hai,K. Murali Mohan Rao,Amisha Patel; Aftab Shivdasani; Sarfaraz Khan; Ashish Vidyarthi; Jackie Shroff,₹11.36 crore,11.36,no,
2002,Kyaa Dil Ne Kahaa,Sanjay Chhel,Tusshar Kapoor; Esha Deol; Raj Babbar; Atul Parchure,,,yes,Tusshar Kapoor; Esha Deol
2002,Lal Salaam,Gaganvihari Borate,Nandita Das; Sharad Kapoor; Makrand Deshpande; Vijay Raaz,,,no,
2002,Maa Tujhhe Salaam,Tinu Verma,Sunny Deol; Tabu; Rajat Bedi; Arbaaz Khan; Inder Kumar,₹22.84 crore,22.84,yes,Sunny Deol; Arbaaz Khan
2002,Maine Dil Tujhko Diya,Sohail Khan,Sohail Khan; Sameera Reddy; Eijaz Khan; Sanjay Dutt; Kabir Bedi; Dalip Tahil,,,yes,Sohail Khan; Sanjay Dutt
2002,Makdee,Vishal Bhardwaj,Shabana Azmi; Makarand Deshpande,,,no,
2002,Maseeha,Partho Ghosh,Sunil Shetty; Namrata Shirodkar; Inder Kumar; Manek Bedi; Rajpal Yadav; Mukesh Rishi,,,no,
2002,Mere Yaar Ki Shaadi Hai,Sanjay Gadhvi,Uday Chopra; Bipasha Basu; Tulip Joshi; Jimmy Shergill; Nitesh Pandey; Tannaz Irani,₹ 16.54 crore,16.54,yes,Uday Chopra
2002,"Mitr, My Friend",Revathi,Shobhana; Matt Phillips,,,no,
2002,Mohabbat Ho Gayi Hai Tumse,Rishi Talwar,Sanjay Dutt; Shamita Shetty; Chandrachur Singh,,,yes,Sanjay Dutt
2002,Mujhse Dosti Karoge!,Kunal Kohli,Hrithik Roshan; Rani Mukerji; Kareena Kapoor; Uday Chopra; Kiran Kumar,₹ 33.61 crore,33.61,yes,Hrithik Roshan; Rani Mukerji; Kareena Kapoor; Uday Chopra
2002,Mulaqaat,K. Ravi Shankar,Vinay Anand; Arun Bakshi; Rita Bhaduri; Milind Gunaji,,,no,
2002,Na Tum Jaano Na Hum,Arjun Sablok,Saif Ali Khan; Hrithik Roshan; Esha Deol; Ashima Bhalla; Shilpa Saklani; Alok Nath,₹ 19.29 crore,19.29,yes,Saif Ali Khan; Hrithik Roshan; Esha Deol
2002,Nishad,Shaji N. Karun,,,,no,
2002,Om Jai Jagadish,Anupam Kher,Waheeda Rehman; Parmeet Sethi; Anil Kapoor; Fardeen Khan; Abhishek Bachchan; Mahima Chaudhry; Urmila Matondkar; Lillete Dubey; Tara Sharma,₹ 14 crore (equivalent to ₹ 53 crore or US$5.6 million in 2023),14.00,yes,Fardeen Khan; Abhishek Bachchan
2002,Pitaah,Mahesh Manjrekar,Sanjay Dutt; Nandita Das; Salil Ankola; Jackie Shroff; Om Puri; Shivaji Satam,,,yes,Sanjay Dutt
2002,Pyaar Diwana Hota Hai,Kirti Kumar,Govinda; Rani Mukerji; Deepak Tijori; Apurva Agnihotri,,,yes,Rani Mukerji
2002,Pyar Ki Dhun,Samarjit Dasgupta,,,,no,
2002,Pyaasa,A. Muthu,Yukta Mookhey; Aftab Shivdasani,,,no,
2002,Raaz,Vikram Bhatt,Bipasha Basu; Dino Morea,₹ 37.2 crore,37.20,no,
2002,Reshma Aur Sultan,S. Kumar,Dharmendra; Ankush Mohit; Sapna; Hemant Birje; Satnam Kaur,,,no,
2002,Rishtey,Indra Kumar,Anil Kapoor; Karisma Kapoor; Shilpa Shetty,₹ 12.37 crore,12.37,yes,Karisma Kapoor
2002,Road,Rajat Mukherjee,Vivek Oberoi; Antara Mali; Manoj Bajpai; Vijay Raaz; Rajpal Yadav,,,yes,Vivek Oberoi
2002,Saathiya,Shaad Ali,Vivek Oberoi; Rani Mukerji; Shah Rukh Khan; Tabu; Kunal Kumar; Sharat Saxena; Satish Shah; Sandhya Mridul; Tinnu Anand; Tanuja,₹ 29.15 crore,29.15,yes,Vivek Oberoi; Rani Mukerji
2002,Shaheed-E-Azam,Sukumar Nair,Sonu Sood; Raj Zutshi; Dev Gill,,,no,
2002,Shakti - The Power,Boney Kapoor,Karisma Kapoor; Nana Patekar; Sanjay Kapoor; Shahrukh Khan,₹20 crore,20.00,yes,Karisma Kapoor; Sanjay Kapoor
2002,Shararat,Gurudev Bhalla,Abhishek Bachchan; Hrishita Bhatt; Mohnish Bahl; Amrish Puri,,,yes,Abhishek Bachchan; Mohnish Bahl
2002,Soch,Sushen Bhatnagar,Sanjay Kapoor; Arbaaz Khan; Raveena Tandon; Danny Denzongpa; Aditi Govitrikar,,,yes,Sanjay Kapoor; Arbaaz Khan
2002,Sur: The Melody of Life,Tanuja Chandra,Lucky Ali; Gauri Karnik; Harsh Vashisht; Simone Singh; Nitin,,,no,
2002,The Legend of Bhagat Singh,Rajkumar Santoshi,Ajay Devgn; Amrita Rao; Raj Babbar; Sushant Singh,est. ₹ 12.9 crore,12.90,no,
2002,Tumko Na Bhool Paayenge,Pankaj Parashar,Salman Khan; Dia Mirza; Sushmita Sen; Inder Kumar; Arbaaz Khan,₹ 19.89 crore,19.89,yes,Salman Khan; Arbaaz Khan
2002,Tum Se Achcha Kaun Hai,Deepak Anand,Nakul Kapoor; Rati Agnihotri; Kim Sharma; Aarti Chabria; Ali Asgar,₹16 crore,16.00,no,
2002,Waah! Tera Kya Kehna,Manoj Agrawal,Govinda; Raveena Tandon; Preeti Jhangiani,₹ 2.69 cr.,,no,
2002,Yeh Dil Aashiqanaa,Kuku Kohli,Karan Nath; Jividha Sharma,₹10.57 crore,10.57,no,
2002,Yeh Hai Jalwa,David Dhawan,Rishi Kapoor; Salman Khan; Amisha Patel; Rinke Khanna; Rati Agnihotri; Sanjay Dutt; Anupam Kher,₹ 10.88 crore,10.88,yes,Rishi Kapoor; Salman Khan; Rinke Khanna; Sanjay Dutt
2002,Yeh Kaisi Mohabbat,Dinkar Kapur,Deepak Tijori; Viveka Babajee; Krishna Abhishek; Mukesh Rishi,,,no,
2002,Yeh Kya Ho Raha Hai?,Hansal Mehta,Prashant Chianani; Aamir Ali; Vaibhav Jhalani; Yash Pandit; Payal Rohatgi,,,no,
2002,Yeh Mohabbat Hai,Umesh Mehra,Rahul Bhatt; Johnny Lever,,,yes,Rahul Bhatt
2002,Zindagi Khoobsoorat Hai,Manoj Punj,Gurdas Maan; Tabu; Divya Dutta; Rajat Kapoor,,,no,
2003,2 October,Sunil Tiwari,Ashutosh Rana; Sharat Saxena; Saadhika Randhawa; Mukesh Tiwari,,,no,
2003,3 Deewarein,Nagesh Kukunoor,Naseeruddin Shah; Jackie Shroff; Juhi Chawla,,,no,
2003,88 Antop Hill,Kushan Nandy,Rahul Dev; Shweta Menon; Harsh Khurana; Atul Kulkarni,,,no,
2003,Aaj Ka Andha Kanoon,Amit Chandra Sahay,Sudesh Berry,,,no,
2003,Aanch,Rajesh Kumar Singh,Nana Patekar; Paresh Rawal,,,no,
2003,Aapko Pehle Bhi Kahin Dekha Hai,Anubhav Sinha,Priyanshu Chatterjee; Sakshi Shivanand; Manoj Pahwa; Om Puri; Farida Jalal,,,no,
2003,Andaaz,Suneel Darshan,Akshay Kumar; Priyanka Chopra; Aman Verma; Lara Dutta,₹ 28.81 crore (US$6.18 million),28.81,no,
2003,Armaan,Honey Irani,Amitabh Bachchan; Anil Kapoor; Preity Zinta; Gracy Singh; Randhir Kapoor; Aamir Bashir,₹ 149.2 million,14.92,no,
2003,Baaz: A Bird in Danger,Tinu Verma,Sunil Shetty; Karisma Kapoor; Dino Morea; Preeti Jhangiani; Jackie Shroff,₹4.8 crore,4.80,yes,Karisma Kapoor
2003,Baghban,Ravi Chopra,Amitabh Bachchan; Hema Malini; Sharat Saxena; Aman Verma; Lillete Dubey; Samir Soni; Rimi Sen; Suman Ranganathan; Divya Dutta; Salman Khan; Paresh Rawal; Mahima Chaudhry,₹ 43.11 crore (US$9.25 million),43.11,yes,Salman Khan
2003,Bas Yun Hi,Raja Menon,Nandita Das; Purab Kohli; Sameer Malhotra; Sandhya Shetty,,,no,
2003,Basti,Basharat Khan,Samir Soni; Faisal Khan,,,yes,Faisal Khan
2003,Bhoot,Ram Gopal Varma,Urmila Matondkar; Ajay Devgn; Rekha; Nana Patekar; Fardeen Khan,₹239 million,23.90,yes,Rekha; Fardeen Khan
2003,Boom,Kaizad Gustad,Amitabh Bachchan; Jackie Shroff; Gulshan Grover; Katrina Kaif; Madhu Sapre; Padma Lakshmi,₹1.20 crores,1.20,no,
2003,Calcutta Mail,Sudhir Mishra,Anil Kapoor; Rani Mukerji; Manisha Koirala,₹ 4.34 crore,4.34,yes,Rani Mukerji
2003,Chalte Chalte,Aziz Mirza,Shah Rukh Khan; Rani Mukerji; Jas Arora; Lillete Dubey; Satish Shah; Rajeev Verma,₹ 43.29 crore (US$9.29 million),43.29,yes,Rani Mukerji
2003,Chori Chori,Milan Luthria,Ajay Devgn; Rani Mukerji; Sonali Bendre,₹ 5.64 crore,5.64,yes,Rani Mukerji
2003,Chupke Se,Shona Urvashi,Zulfi Syed; Masumeh Makhija,,,no,
2003,Chura Liyaa Hai Tumne,Sangeeth Sivan,Zayed Khan; Esha Deol,₹ 51 million,5.10,yes,Zayed Khan; Esha Deol
2003,Darna Mana Hai,Prawaal Raman,Saif Ali Khan; Shilpa Shetty; Sameera Reddy; Vivek Oberoi; Sohail Khan; Aftab Shivdasani; Antara Mali; Nana Patekar; Rajpal Yadav; Isha Koppikar; Sanjay Kapoor,₹ 9 crore,9.00,yes,Saif Ali Khan; Vivek Oberoi; Sohail Khan; Sanjay Kapoor
2003,Dhoop,Ashwini Chaudhary,Murli Sharma; Gul Panag; Om Puri; Revathi; Sanjay Suri,,,no,
2003,Dhund,Shyam Ramsay,Amar Upadhyay; Aditi Gowitrikar; Irrfan Khan; Gulshan Grover; Apoorva Agnihotri,,,no,
2003,Dil Ka Rishta,Naresh Malhotra,Arjun Rampal; Aishwarya Rai; Priyanshu Chatterjee; Isha Koppikar; Raakhee; Paresh Rawal,₹14.6 crore,14.60,no,
2003,Dil Pardesi Ho Gayaa,Saawan Kumar Tak,Kapil Jhaveri; Ashutosh Rana; Saloni Aswani; Amrish Puri,,,no,
2003,Dum,Eeshwar Nivas,Vivek Oberoi; Diya Mirza; Vivek Shauq; Atul Kulkarni,₹ 9.07 crore,9.07,yes,Vivek Oberoi
2003,Ek Alag Mausam,K. P. Sasi,Nandita Das; Anupam Kher,,,no,
2003,Ek Aur Ek Gyarah,David Dhawan,Sanjay Dutt; Govinda; Amrita Arora; Gulshan Grover; Jackie Shroff; Ashish Vidyarthi,₹21 crore,21.00,yes,Sanjay Dutt
2003,Ek Din 24 Ghante,Anant Balani,Rahul Bose; Nandita Das; Kabir Sadanand; Prithvi Zutshi,,,no,
2003,Escape from Taliban,Ujjal Chattopadhyaya,Manisha Koirala,₹ 1.44 crore,1.44,no,
2003,Final Solution,Rakesh Sharma,,,,no,
2003,Footpath,Vikram Bhatt,Aftab Shivdasani; Bipasha Basu; Emraan Hashmi; Rahul Dev; Irrfan Khan,₹6.43 crore,6.43,yes,Emraan Hashmi
2003,Fun2shh... Dudes in the 10th Century,Imtiaz Punjabi,Gulshan Grover; Paresh Rawal; Farida Jalal,₹4.41 crore,4.41,no,
2003,Gangaajal,Prakash Jha,Ajay Devgn; Gracy Singh; Ayub Khan,₹ 16.67 crore,16.67,no,
2003,Haasil,Tigmanshu Dhulia,Jimmy Sheirgill; Irrfan Khan; Ashutosh Rana; Hrishita Bhatt; Sudhir Pandey,,,no,
2003,Hawa,Guddu Dhanoa,Tabu; Shahbaz Khan,₹ 5.89 crore,5.89,no,
2003,Hawayein,Ammtoje Mann,Babbu Mann; Ammotje Mann,,,no,
2003,The Hero: Love Story of a Spy,Anil Sharma,Sunny Deol; Preity Zinta; Priyanka Chopra,₹ 45.13 crore (US$9.69 million),45.13,yes,Sunny Deol
2003,Humein Tumse Pyar Ho Gaya Chupke Chupke,Pramod Mandloi,Siddharth Dhawan; Shraddha Sharma; Kiran Kumar; Raza Murad; Shakti Kapoor; Mehmood Junior,,,no,
2003,Hungama,Priyadarshan,Akshaye Khanna; Rimi Sen; Aftab Shivdasani; Rajpal Yadav; Paresh Rawal,₹ 21.25 crore,21.25,yes,Akshaye Khanna
2003,Indian Babu,Lawrence D'Souza,Jaz Pandher; Gurleen Chopra; Johnny Lever,,,no,
2003,Inteha,Vikram Bhatt,Ashmit Patel; Vidya Malvade; Anup Soni; Nauheed Cyrusi,,,no,
2003,Ishq Vishk,Ken Ghosh,Shahid Kapoor; Amrita Rao; Vishal Malhotra; Satish Shah; Yash Tonk; Neelima Azeem,₹ 122.63 million,12.26,yes,Shahid Kapoor
2003,Jaal: The Trap,Guddu Dhanoa,Sunny Deol; Tabu; Reema Sen,,,yes,Sunny Deol
2003,Jajantaram Mamantaram,Soumitra Ranade,Javed Jaffrey,₹5.7 crore,5.70,no,
2003,Janasheen,Feroz Khan,Fardeen Khan; Celina Jaitley; Feroz Khan,₹15.87 crore,15.87,yes,Fardeen Khan
2003,Jhankaar Beats,Sujoy Ghosh,Juhi Chawla; Rahul Bose; Rinke Khanna; Kurush Deboo; Sanjay Suri; Riya Sen; Archana Puran Singh; Dinyar Contractor,,,yes,Rinke Khanna
2003,Jism,Anurag Basu,Bipasha Basu; John Abraham; Gulshan Grover,₹ 134.1 million,13.41,no,
2003,Jodi Kya Banayi Wah Wah Ramji,Raman Kumar,Amar Upadhyay; Reema Sen,,,no,
2003,Joggers Park,Anant Balani,Victor Banerjee; Perizaad Zorabian; Hiten Tejwani,₹2.1 crore,2.10,no,
2003,Kagaar: Life on the Edge,N. Chandra,Om Puri; Nandita Das; Amitabh Dayal,,,no,
2003,Kahan Ho Tum,Vijay Kumar,Sharman Joshi; Samir Soni; Sonu Sood; Ishitta Arun,,,no,
2003,Kaise Kahoon Ke... Pyaar Hai,,Sunny Deol,,,yes,Sunny Deol
2003,Kal Ho Naa Ho,Nikhil Advani,Jaya Bachchan; Shah Rukh Khan; Saif Ali Khan; Preity Zinta; Uday Chopra,₹ 86.09 crore (US$18.48 million),86.09,yes,Saif Ali Khan; Uday Chopra
2003,Kash Aap Hamare Hote,Ravindra Peepat,Juhi Babbar; Sonu Nigam,₹ 1.64 crore,1.64,yes,Juhi Babbar
2003,Khanjar: The Knife,Chander Sharma,Sunil Shetty; Tabu,,,no,
2003,Khel – No Ordinary Game,Yusuf Khan,Sunil Shetty; Sunny Deol; Ajay Jadeja; Celina Jaitley,,,yes,Sunny Deol
2003,Khushi,S. J. Suryah,Fardeen Khan; Kareena Kapoor; Anup Soni; Amrish Puri; Sharat Saxena,,,yes,Fardeen Khan; Kareena Kapoor
2003,Khwahish,Govind Menon,Mallika Sherawat; Himanshu Malik,,,no,
2003,Koi... Mil Gaya,Rakesh Roshan,Rekha; Hrithik Roshan; Preity Zinta,₹ 82.32 crore (US$17.67 million),82.32,yes,Rekha; Hrithik Roshan
2003,Kucch To Hai,Anurag Basu,Tusshar Kapoor; Esha Deol; Natassha; Yash Tonk; Rishi Kapoor; Jeetendra; Moonmoon Sen; Johnny Lever,₹11 crore,11.00,yes,Tusshar Kapoor; Esha Deol; Rishi Kapoor
2003,Kuch Naa Kaho,Rohan Sippy,Abhishek Bachchan; Aishwarya Rai; Arbaaz Khan,₹13.08 crore,13.08,yes,Abhishek Bachchan; Arbaaz Khan
2003,LOC: Kargil,J. P. Dutta,Ajay Devgn; Sanjay Dutt; Suniel Shetty; Saif Ali Khan; Abhishek Bachchan; Akshaye Khanna; Kareena Kapoor; Rani Mukerji; Sanjay Kapoor; Manoj Bajpai; Isha Koppikar; Mahima Chaudhry; Karan Nath; Esha Deol; Raveena Tandon,₹ 31.67 crore (US$6.8 million),31.67,yes,Sanjay Dutt; Saif Ali Khan; Abhishek Bachchan; Akshaye Khanna; Kareena Kapoor; Rani Mukerji; Sanjay Kapoor; Esha Deol
2003,Love at Times Square,,Dev Anand; Moon Moon Sen; Heenee Kaushik,₹ 29.88 lakh,0.30,no,
2003,Main Madhuri Dixit Banna Chahti Hoon,Chandan Arora,Antara Mali; Rajpal Yadav,,,no,
2003,Main Prem Ki Diwani Hoon,Sooraj R. Barjatya,Hrithik Roshan; Kareena Kapoor; Johnny Lever; Abhishek Bachchan,₹ 39.31 crore (US$8.44 million),39.31,yes,Hrithik Roshan; Kareena Kapoor; Abhishek Bachchan
2003,Market,Jay Prakash,Manisha Koirala,"₹ 4,27 crore",427.00,no,
2003,Mudda: The Issue,Saurabh Shukla,Arya Babbar; Prashant Narayanan,,,yes,Arya Babbar
2003,Mumbai Matinee,Anant Balani,Rahul Bose; Perizaad Zorabian; Anusha Dhandekar; Vijay Raaz; Saurabh Shukla,,,no,
2003,Mumbai Se Aaya Mera Dost,Apoorva Agnihotri,Abhishek Bachchan; Lara Dutta,,,yes,Abhishek Bachchan
2003,Munna Bhai M.B.B.S.,Rajkumar Hirani,Sanjay Dutt; Arshad Warsi; Gracy Singh; Jimmy Sheirgill; Boman Irani; Sunil Dutt,₹ 36.29 crore (US$7.79 million),36.29,yes,Sanjay Dutt
2003,Nayee Padosan,B. H. Tharun Kumar,Mahek Chahal; Vikas Kalantri; Anuj Sawhney,,,no,
2003,Om,Ashok Honda,Attin Bhalla; Sandali Sinha; Pankaj Dheer; Sharat Saxena,,,no,
2003,Oops!,Deepak Tijori,Kiran Janjani; Vikas Sethi; Mink Brar; Mita Vashisht,,,no,
2003,Out of Control,"Apurva Asrani , Ramanjit Juneja",Ritesh Deshmukh; Hrishita Bhatt; Brande Roderick; Amrish Puri,,,no,
2003,Paap,Pooja Bhatt,John Abraham; Udita Goswami; Gulshan Grover,,,no,
2003,Parwana,Deepak Bahry,Ajay Devgn; Amisha Patel; Pooja Batra,₹ 70.6 million,7.06,no,
2003,Patth,,Milind Gunaji; Sharad Kapoor; Nirmal Pandey; Payal Rohatgi; Hyder Kazmi,,,no,
2003,Pinjar,Chandrakant Dwivedi,Urmila Matondkar; Manoj Bajpai; Sanjay Suri; Priyanshu Chatterjee; Isha Koppikar,,,no,
2003,The Pink Mirror,Sridhar Rangayan,,,,no,
2003,Praan Jaye Par Shaan Na Jaye,Sanjay Manjrekar,Aman Verma; Rinke Khanna; Vivek Shauq; Raveena Tandon; Namrata Shirodkar; Dia Mirza,₹ 2.35 crore,2.35,yes,Rinke Khanna
2003,Qayamat: City Under Threat,Harry Baweja,Ajay Devgn; Sunil Shetty; Sanjay Kapoor; Neha Dhupia; Arbaaz Khan; Isha Koppikar; Riya Sen; Aashish Chaudhary; Chunky Pandey,₹ 28.52 crore (US$6.12 million),28.52,yes,Sanjay Kapoor; Arbaaz Khan
2003,Raghu Romeo,Rajat Kapoor,Vijay Raaz; Sadiya Siddiqui,,,no,
2003,Raja Bhaiya,Raman Kumar,Govinda; Aarti Chhabria,₹2.58 crore,2.58,no,
2003,"Right Here, Right Now",Anand Gandhi,,,,no,
2003,Rules: Pyaar Ka Superhit Formula,Parvati Balagopalan,Milind Soman,,,no,
2003,Saaya,Anurag Basu,John Abraham; Tara Sharma; Mahima Chaudhry,,,no,
2003,Samay: When Time Strikes,Robby Grewal,Sushmita Sen; Jackie Shroff; Sushant Singh,,,no,
2003,Satta,Madhur Bhandarkar,Raveena Tandon,,,no,
2003,Sssshhh...,Pawan S. Kaul,Karan Nath; Dino Morea; Tanishaa Mukerji,,,yes,Tanishaa Mukerji
2003,Stumped,Gaurav Pandey,,₹ 9 lakh,0.09,no,
2003,Supari,,Uday Chopra; Namrata Shirodkar,₹ 2.65 crore,2.65,yes,Uday Chopra
2003,Tada,Sisir. P. Mishra,Monica Bedi; Sharad Kapoor,,,no,
2003,Talaash: The Hunt Begins...,Suneel Darshan,Akshay Kumar; Kareena Kapoor,,,yes,Kareena Kapoor
2003,Tehzeeb,Khalid Mohamed,Urmila Matondkar; Shabana Azmi; Arjun Rampal; Rishi Kapoor; Diya Mirza; Namrata Shirodkar,,,yes,Rishi Kapoor
2003,Tere Naam,Satish Kaushik,Salman Khan; Bhoomika Chawla; Sarfaraz Khan,₹ 24.54 crore,24.54,yes,Salman Khan
2003,The Perfect Husband,Priya Singh Paul,Parvin Dabas; Neha Dubey; Rajeshwari Sachdev,,,no,
2003,Tujhe Meri Kasam,K. Vijaya Bhaskar,Riteish Deshmukh; Genelia D'Souza,₹14.36 crore (original run) / ₹1 crore (re-release),14.36,no,
2003,Tumse Milke Wrong Number,Jignesh M. Vaishav,Tinnu Anand,,,no,
2003,Waisa Bhi Hota Hai Part II,Shashanka Ghosh,Arshad Warsi; Sandhya Mridul; Prashant Narayanan,,,no,
2003,Xcuse Me,N. Chandra,Sahil Khan; Sharman Joshi; Payal Rohatgi,,,no,
2003,Yeh Dil,Teja,Tusshar Kapoor; Natassha; Akhilendra Mishra; Sharat Saxena,,,yes,Tusshar Kapoor
2003,Zameen,Rohit Shetty,Ajay Devgn; Abhishek Bachchan; Bipasha Basu,est. ₹17.8 crore,17.80,yes,Abhishek Bachchan
2004,Ishq Hai Tumse,G. Krishna,Bipasha Basu; Dino Morea,₹5.67 crore,5.67,no,
2004,Chameli,Sudhir Mishra,Kareena Kapoor; Rahul Bose; Kabir Sadanand; Rinke Khanna,,,yes,Kareena Kapoor; Rinke Khanna
2004,Paisa Vasool,Srinivas Bhashyam,Manisha Koirala; Sushmita Sen; Sushant Singh; Tinu Anand; Makrand Deshpande,₹ 69 lakh,0.69,no,
2004,Plan,Hriday Shetty,Sanjay Dutt; Priyanka Chopra; Dino Morea; Sanjay Suri; Riya Sen; Rohit Roy; Sameera Reddy,₹ 10.83 crore,10.83,yes,Sanjay Dutt
2004,Ek Hasina Thi,Sriram Raghavan,Saif Ali Khan; Urmila Matondkar; Murli Sharma; Seema Biswas; Pratima Kazmi; Rasika Joshi,₹ 10 crore,10.00,yes,Saif Ali Khan
2004,Aetbaar,Vikram Bhatt,Amitabh Bachchan; Bipasha Basu; John Abraham; Tom Alter; Ali Asgar,₹80 million,8.00,no,
2004,Khakee,Rajkumar Santoshi,Amitabh Bachchan; Akshay Kumar; Ajay Devgn; Aishwarya Rai; Tusshar Kapoor; Atul Kulkarni,₹ 49.89 crore (US$11.01 million),49.89,yes,Tusshar Kapoor
2004,Maqbool,Vishal Bhardwaj,Murali Sharma; Tabu; Pankaj Kapoor; Irrfan Khan; Moushumi Chatterjee; Om Puri,,,no,
2004,Paap,Pooja Bhatt,John Abraham; Udita Goswami; Bikramjeet Kanwarpal; Gulshan Grover; Mohan Agashe; Anahita Uberoi,,,no,
2004,Agnipankh,Sanjeev Puri,Jimmy Shergill; Rahul Dev; Divya Dutta; Shamita Shetty,₹ 280 million (US$2.9 million),28.00,no,
2004,Aabra Ka Daabra,Dheeraj Kumar,Hansika Motwani; Shweta Tiwari; Vishal Lalwani; Archana Puran Singh,₹1.06 crore,1.06,no,
2004,Aan: Men at Work,Madhur Bhandarkar,Akshay Kumar; Sunil Shetty; Shatrughan Sinha; Irrfan Khan; Paresh Rawal; Jackie Shroff; Lara Dutta; Raveena Tandon,,,no,
2004,Ab... Bas!,Rajesh Singh,Diana Hayden; Shawar Ali; Rohit Roy,,,no,
2004,Ab Tak Chappan,Shimit Amin,Nana Patekar; Mohan Agashe; Revathi; Prasad Purandare; Hrishitaa Bhatt,,,no,
2004,Ab Tumhare Hawale Watan Saathiyo,Anil Sharma,Amitabh Bachchan; Akshay Kumar; Bobby Deol; Divya Khosla Kumar; Sandali Sinha,₹ 191.6 million,19.16,yes,Bobby Deol
2004,Aitraaz,Abbas–Mustan,Akshay Kumar; Kareena Kapoor; Priyanka Chopra; Upasna Singh; Amrish Puri,₹ 29 crore (US$6.4 million),29.00,yes,Kareena Kapoor
2004,AK-47,Raam Shetty,Aditya Singh; Sheetal Bhavishi; Om Puri; Shivaji Satam; Ashish Vidyarthi,,,no,
2004,Asambhav,Rajiv Rai,Arjun Rampal; Priyanka Chopra; Arif Zakaria; Naseeruddin Shah,₹ 5.16 crore,5.16,no,
2004,Bardaasht,E.Nivas,Bobby Deol; Lara Dutta; Ritesh Deshmukh; Rahul Dev; Virendra Saxena; Raju Kher,,,yes,Bobby Deol
2004,Bhola in Bollywood,Sumbul Gazi,Ali Asgar; Siraj Khan; Avtar Gill; Raj Babbar,,,no,
2004,Chand Bujh Gaya,Sharique Minhaj,Faisal Khan; Shama Sikander; Aliza,est. ₹15.5 lakh,0.15,yes,Faisal Khan
2004,Charas,Tigmanshu Dhulia,Jimmy Shergill; Irrfan Khan; Uday Chopra; Hrishita Bhatt; Namrata Shirodkar,₹ 5.1 million,0.51,yes,Uday Chopra
2004,Deewaar,Milan Luthria,Amitabh Bachchan; Sanjay Dutt; Akshaye Khanna; Kay Kay Menon; Amrita Rao,₹ 286 million,28.60,yes,Sanjay Dutt; Akshaye Khanna
2004,Dev,Govind Nihalani,Amitabh Bachchan; Fardeen Khan; Kareena Kapoor; Rati Agnihotri; Om Puri; Amrish Puri,,,yes,Fardeen Khan; Kareena Kapoor
2004,Dhoom,Sanjay Gadhvi,Abhishek Bachchan; John Abraham; Uday Chopra; Esha Deol; Rimi Sen,₹ 72.47 crore (US$15.99 million),72.47,yes,Abhishek Bachchan; Uday Chopra; Esha Deol
2004,Dil Bechara Pyaar Ka Maara,Omkarnath Mishra,Vikas Kalantri; Aslam Khan; Divya Palat; Rajpal Yadav; Mallika Kapoor,,,no,
2004,Dil Maange More,Anant Mahadevan,Shahid Kapoor; Ayesha Takia; Soha Ali Khan; Tulip Joshi; Kanwaljit Singh; Gulshan Grover,,,yes,Shahid Kapoor; Soha Ali Khan
2004,Dil Ne Jise Apna Kahaa,Atul Agnihotri,Salman Khan; Preity Zinta; Bhumika Chawla,₹ 13.54 crore,13.54,yes,Salman Khan
2004,Dobara,Shashi Ranjan,Raveena Tandon; Jackie Shroff; Mahima Chaudhry,,,no,
2004,Dukaan,Iqbal Durrani,Vikas Kalantri; Rambha; Rati Agnihotri,,,no,
2004,Ek Se Badhkar Ek,Kundan Shah,Suniel Shetty; Raveena Tandon; Isha Koppikar,,,no,
2004,Fida,Ken Ghosh,Fardeen Khan; Kareena Kapoor; Shahid Kapoor; Kim Sharma,₹ 16.9 crore,16.90,yes,Fardeen Khan; Kareena Kapoor; Shahid Kapoor
2004,Garv,Puneet Issar,Salman Khan; Shilpa Shetty; Anupam Kher; Arbaaz Khan; Mukesh Rishi; Amrish Puri,₹ 23.48 crore,23.48,yes,Salman Khan; Arbaaz Khan
2004,Gayab,Prawal Raman,Tusshar Kapoor; Antara Mali; Raghubir Yadav,,,yes,Tusshar Kapoor
2004,Girlfriend,Karan Razdan,Amrita Arora; Isha Koppikar; Aashish Chaudhary,,,no,
2004,Hatya,Kader Kashmiri,Akshay Kumar; Navin Nischol; Reema Lagoo; Varsha Usgaonkar,,,no,
2004,Hava Aney Dey,Partho Sen-Gupta,Nishikant Kamat; Tannishtha Chatterjee; Rajshree Thakur,,,no,
