year,title,director,cast,gross_raw,gross_cr,nepo_kid,nepo_kids_in_cast
2005,Hazaaron Khwaishein Aisi,Sudhir Mishra,Shiney Ahuja; Chitrangada Singh; Saurabh Shukla; Kay Kay Menon; Ram Kapoor; Gajraj Rao; Arif Zakaria; Yusuf Hussain,,,no,
2005,Khamoshh... Khauff Ki Raat,Deepak Tijori,Shilpa Shetty; Juhi Chawla,₹ 1.04 crore,1.04,no,
2005,Kuchh Meetha Ho Jaye,Samar Khan,Arshad Warsi; Mahima Chaudhry; Shah Rukh Khan; Ashwin Mushran; Parvin Dabas; Sandhya Mridul,,,no,
2005,Mumbai Xpress,Singeetam Srinivasa Rao,Kamal Haasan; Manisha Koirala; Om Puri; Vijay Raaz,₹ 5.17 crore,5.17,no,
2005,Dreams,Ashish Chanana,Aashish Chanana; Neha Pendse; Arzoo Govitrikar; Manoj Bidwani,,,no,
2005,Waqt: The Race Against Time,Vipul Shah,Amitabh Bachchan; Akshay Kumar; Shefali Shah; Priyanka Chopra; Boman Irani; Rajpal Yadav; Asawari Joshi; Rajeev Mehta,"₹ 42,48,62,500 (equivalent to ₹ 1.4 billion or US$15 million in 2023)",42.49,no,
2005,Khullam Khulla Pyaar Karen,Harmesh Malhotra,Govinda; Preity Zinta,,,no,
2005,Kaal,Soham Shah,Ajay Devgn; John Abraham; Vivek Oberoi; Lara Dutta; Vishal Malhotra; Esha Deol; Shahrukh Khan; Kushal Punjabi; Malaika Arora; Parmeet Sethi,₹ 28.5 crore,28.50,yes,Vivek Oberoi; Esha Deol
2005,Revati,Farogh Siddique,Kashmera Shah; Kiran; Ayub Khan; Shreyas Talpade; Alok Nath,₹15 lakh,0.15,no,
2005,Kyaa Kool Hai Hum,Sangeeth Sivan,Tusshar Kapoor; Riteish Deshmukh; Isha Koppikar; Neha Dhupia; Rajpal Yadav; Anupam Kher,₹22.85 crore,22.85,yes,Tusshar Kapoor
2005,Main Aisa Hi Hoon,Harry Baweja,Ajay Devgn; Sushmita Sen; Esha Deol,₹ 6.58 crore,6.58,yes,Esha Deol
2005,Jo Bole So Nihaal,Rahul Rawail,Sunny Deol; Thomas Tevana; Kamaal Khan; Shillpi Sharma,,,yes,Sunny Deol
2005,Naina,Shripal Morakhia,Anuj Sawhney; Urmila Matondkar; Dinesh Lamba,₹ 6.94 crore,6.94,no,
2005,Shabnam Mausi,,Ashutosh Rana,,,no,
2005,Bunty Aur Babli,Shaad Ali,Amitabh Bachchan; Abhishek Bachchan; Rani Mukerji; Raj Babbar; Prem Chopra; Kunal Kumar; Tania Zaetta; Pankaj Tripathi,"₹ 90,40,05,000 (equivalent to ₹ 3.1 billion or US$32 million in 2023)",90.40,yes,Abhishek Bachchan; Rani Mukerji
2005,Koi Mere Dil Mein Hai,Deepak Ramsay,Priyanshu Chatterjee; Dia Mirza; Rakesh Bapat; Neha,₹ 47 lakh,0.47,no,
2005,Time Pass,,Arjun Punj; Sherlyn Chopra,,,no,
2005,Parineeta,Pradeep Sarkar,Sanjay Dutt; Saif Ali Khan; Vidya Balan; Dia Mirza; Raima Sen,₹ 32.63 crore,32.63,yes,Sanjay Dutt; Saif Ali Khan
2005,99.9 FM,Sanjay Bhatia,Shawar Ali; Raima Sen; Dipannita Sharma,"₹ 44,588 (US$470)",,no,
2005,Bachke Rehna Re Baba,Govind Menon,Rekha; Mallika Sherawat; Paresh Rawal; Karan Khanna; Satish Shah,₹5.51 crore,5.51,yes,Rekha
2005,Silsiilay,Khalid Mohamed,Tabu; Bhumika Chawla; Riya Sen; Rahul Bose; Jimmy Shergill; Divya Dutta; Kay Kay Menon; Celina Jaitly; Natassha; Ashmit Patel,,,no,
2005,Ssukh,Kirti Ahuja,Govinda; Preeti Jhangiani,,,no,
2005,Chetna: The Excitement,Partho Ghosh,Jatin Grewal; Payal Rohatgi; Navneet Kaur,,,no,
2005,Pehchaan: The Face of Truth,Shrabani Deodhar,Vinod Khanna; Raveena Tandon; Rati Agnihotri,,,no,
2005,Paheli,Amol Palekar,Shah Rukh Khan; Rani Mukerji; Anupam Kher; Juhi Chawla; Sunil Shetty; Amitabh Bachchan; Rajpal Yadav; Naseeruddin Shah; Ratna Pathak Shah,₹320 million,32.00,yes,Rani Mukerji
2005,Amavas,Sidharth Srinivasan,Konkona Sen Sharma; Victor Banerjee,,,no,
2005,Sarkar,Ram Gopal Varma,Amitabh Bachchan; Abhishek Bachchan; Katrina Kaif; Tanisha,"₹ 39,30,47,500 (equivalent to ₹ 1.3 billion or US$14 million in 2023)",39.30,yes,Abhishek Bachchan
2005,Yakeen,Girish Dhamija,Arjun Rampal; Priyanka Chopra; Anang Desai; Ankur Nayyar; Kim Sharma,,,no,
2005,Dus,Anubhav Sinha,Suniel Shetty; Sanjay Dutt; Shilpa Shetty; Esha Deol; Zayed Khan; Abhishek Bachchan; Javed Sheikh; Dia Mirza; Raima Sen; Gulshan Grover; Pankaj Kapur,"₹ 38,83,70,000 (equivalent to ₹ 1.3 billion or US$14 million in 2023)",38.84,yes,Sanjay Dutt; Esha Deol; Zayed Khan; Abhishek Bachchan
2005,Fareb,Deepak Tijori,Shilpa Shetty; Manoj Bajpai; Shamita Shetty,₹ 1.08 crore,1.08,no,
2005,Double Cross - Ek Dhoka,Vicky Tejwani,Sahil Khan; Negar Khan; Ayesha Jhulka,,,no,
2005,Maine Pyaar Kyun Kiya?,David Dhawan,Salman Khan; Sushmita Sen; Katrina Kaif; Sohail Khan; Arshad Warsi; Isha Koppikar; Arbaaz Khan; Rajpal Yadav,"₹ 47,22,25,000 (equivalent to ₹ 1.6 billion or US$17 million in 2023)",47.22,yes,Salman Khan; Sohail Khan; Arbaaz Khan
2005,Mashooka,Afzal Ahmed,Aditya Bal; Meghna Naidu,,,no,
2005,Mazaa Mazaa,T. L. V. Prasad,Payal Rohatgi; Farid Amiri; Shivani Singh; Pankaj Beri,,,no,
2005,Hum Tum Aur Mom,Ashok Nanda,Mohnish Bahl; Sonali Goswami; Mushtaq Khan; Tiku Talsania; Reema Lagoo; Krishna Abhishek,,,yes,Mohnish Bahl
2005,Kasak,Rajiv Babbar,Lucky Ali; Meera,,,no,
2005,Viruddh... Family Comes First,Mahesh Manjrekar,Amitabh Bachchan; Sharmila Tagore; Prem Chopra; John Abraham; Anusha Dandekar; Sanjay Dutt; Tanvi Hegde; Tom Alter,₹ 185.1 million,18.51,yes,Sanjay Dutt
2005,7½ Phere,Ishaan Trvedi,Manoj Pahwa; Juhi Chawla; Irrfan Khan; Chahat Khanna; Anang Desai,,,no,
2005,Sehar,Kabeer Kaushik,Arshad Warsi; Mahima Chaudhry; Rajendra Gupta; Sushant Singh; Suhasini Mulay; Naved Aslam,₹ 2.4 crore,2.40,no,
2005,Yahaan,Shoojit Sircar,Jimmy Shergill; Minissha Lamba,,,no,
2005,Film Star,Tanuja Chandra,Mahima Chaudhry; Priyanshu Chatterjee; Vasundhara Das; Anup Shukla,,,no,
2005,White Rainbow,Dharan Mandrayar,Sonali Kulkarni; Amardeep Jha; Shameen Shaikh; Amruta Subhash,,,no,
2005,Mangal Pandey: The Rising,Ketan Mehta,Aamir Khan; Rani Mukherji; Ameesha Patel; Murali Sharma,"₹ 52,57,85,000 (equivalent to ₹ 1.8 billion or US$19 million in 2023)",52.58,yes,Aamir Khan
2005,Barsaat,Suneel Darshan,Bobby Deol; Bipasha Basu; Priyanka Chopra; Shakti Kapoor,₹ 19.56 crore,19.56,yes,Bobby Deol
2005,My Wife's Murder,Jijy Philip,Anil Kapoor; Suchitra Krishnamoorthi; Nandana Sen; Boman Irani,,,no,
2005,Bhagmati,Ashok Kaul,Milind Soman; Mahima Chaudhry; Tabu; Ashok Kaul,,,no,
2005,Iqbal,Nagesh Kukunoor,Shreyas Talpade; Naseeruddin Shah,₹5.60 crore,5.60,no,
2005,No Entry,Anees Bazmee,Anil Kapoor; Salman Khan; Fardeen Khan; Bipasha Basu; Lara Dutta; Sameera Reddy; Esha Deol; Celina Jaitly,"₹ 95,13,50,000 (equivalent to ₹ 3.2 billion or US$34 million in 2023)",95.14,yes,Salman Khan; Fardeen Khan; Esha Deol
2005,Aashiq Banaya Aapne,Aditya Datt,Emraan Hashmi; Tanushree Dutta; Navin Nischol; Sonu Sood,₹ 93 million,9.30,yes,Emraan Hashmi
2005,Dansh,Kanika Verma,Kay Kay Menon; Sonali Kulkarni,,,no,
2005,Pyaar Mein Twist,Hriday Shetty,Rishi Kapoor; Dimple Kapadia; Vikas Bhalla; Sameer Dattani; Soha Ali Khan,₹ 1.320 crore,1.32,yes,Rishi Kapoor; Soha Ali Khan
2005,Ramji Londonwale,Sanjay Dayma,Madhavan; Samita Bangargi,₹ 2.95 crore,2.95,no,
2005,Jalwa - Fun in Love,Rajiv S. Ruia,Kiran Janjani; Monalisa; Viraaj; Neha Bhatt,,,no,
2005,Salaam Namaste,Siddharth Anand,Saif Ali Khan; Preity Zinta; Abhishek Bachchan; Arshad Warsi; Tania Zaetta; Jugal Hansraj; Javed Jaffrey; Kunal Vijaykar,"₹ 75,23,00,000 (equivalent to ₹ 2.6 billion or US$27 million in 2023)",75.23,yes,Saif Ali Khan; Abhishek Bachchan
2005,Topless,,Shweta Menon; Tarun Khanna; Sardar Sohi,,,no,
2005,Water,Deepa Mehta,Seema Biswas; Lisa Ray; John Abraham; Sarala Kariyawasam; Manorama,$10.4 million,,no,
2005,Chocolate,Vivek Agnihotri,Anil Kapoor; Sunil Shetty; Irrfan Khan; Emraan Hashmi; Arshad Warsi; Tanushree Dutta; Sushama Reddy; Murali Sharma,,,yes,Emraan Hashmi
2005,James,Rohit Jugraj,Mohit Ahlawat; Nisha Kothari; Zakir Hussain; Mohan Agashe; Rajpal Yadav; Riya Sen,,,no,
2005,Sau Jhooth Ek Sach,Bappaditya Roy,Mammootty; Vikram Gokhale,₹ 1.8 lakh,0.02,no,
2005,Mumbai Godfather,Deepak Balraj Vij,Seema Biswas; Vikram Singh,,,no,
2005,Dil Jo Bhi Kahey...,Romesh Sharma,Amitabh Bachchan; Bhumika Chawla; Karan Sharma; Revathi,,,no,
2005,Maine Gandhi Ko Nahin Mara,Jahnu Barua,Prem Chopra; Urmila Matondkar; Anupam Kher; Parvin Dabas; Rajit Kapur; Waheeda Rehman,,,no,
2005,Sauda - The Deal,Jay Prakash,Aryan Vaid; Preeti Jhangiani,,,no,
2005,"Main, Meri Patni Aur Woh",Chandan Arora,Rajpal Yadav; Rituparna Sen,₹3.37 crore,3.37,no,
2005,Saathi: The Companion,Faaiz Anwar,Rupa Dutta; Divvij Kak; Anchal Anand; Sameer Ali Khan,,,no,
2005,Koi Aap Sa,Partho Mitra,Aftab Shivdasani; Natassha; Himanshu Malik,,,no,
2005,Hanuman,V. G. Samant,,₹11.68 crore,11.68,no,
2005,"U, Bomsi n Me",Jairaj Padmanabhan,Gautam Rode; Sonal Sehgal; Vivek Madan; Vidya Malvade,,,no,
2005,Garam Masala,Priyadarshan,Akshay Kumar; John Abraham; Rimi Sen; Neha Dhupia; Paresh Rawal; Rajpal Yadav; Daisy Bopanna; Asrani,"₹ 64,65,17,500 (equivalent to ₹ 2.2 billion or US$23 million in 2023)",64.65,no,
2005,Kyon Ki,Priyadarshan,Salman Khan; Kareena Kapoor; Jackie Shroff; Suniel Shetty,₹ 23.15 crore,23.15,yes,Salman Khan; Kareena Kapoor
2005,Shaadi No. 1,David Dhawan,Fardeen Khan; Zayed Khan; Sharman Joshi; Esha Deol; Ayesha Takia; Soha Ali Khan; Sanjay Dutt; Rajpal Yadav; Riya Sen; Sophie Choudry; Aarti Chhabria,₹ 204.9 million,20.49,yes,Fardeen Khan; Zayed Khan; Esha Deol; Soha Ali Khan; Sanjay Dutt
2005,Ek Khiladi Ek Haseena,Suparn Verma,Sharad Kapoor; Rakhi Sawant; Fardeen Khan; Feroz Khan; Koena Mitra; Murali Sharma; Kay Kay Menon; Gulshan Grover; Rohit Roy; Mukul Dev; Kurush Deboo,₹7.88 crore,7.88,yes,Fardeen Khan
2005,Sitam,,Kiran Janjani; Tara Sharma; Navneet Kaur; Avtar Gill; Suhasini Mulay,,,no,
2005,Taj Mahal: An Eternal Love Story,Akbar Khan,Arbaaz Khan; Kabir Bedi; Manisha Koirala; Pooja Batra,₹311 million,31.10,yes,Arbaaz Khan
2005,Deewane Huye Paagal,Vikram Bhatt,Akshay Kumar; Shahid Kapoor; Sunil Shetty; Paresh Rawal; Rimi Sen; Vijay Raaz; Johnny Lever; Asrani; Aftab Shivdasani; Vivek Oberoi; Baljeet Singh; Om Puri; Supriya Pilgaonkar; Suresh Menon,₹ 26.5 crore,26.50,yes,Shahid Kapoor; Vivek Oberoi
2005,The Film,Junaid Memon,Mahima Chaudhry; Khalid Siddiqui; Ananya Khare; Chahat Khanna; Ravi Gossain; Vaibhav Jhalani; Vivek Madan,,,no,
2005,Apaharan,Prakash Jha,Ajay Devgn; Bipasha Basu; Nana Patekar; Murli Sharma; Ayub Khan; Mrinalini Sharma; Pankaj Tripathi; Mukesh Tiwari,₹231.6 million,23.16,no,
2005,Home Delivery,Sujoy Ghosh,Vivek Oberoi; Mahima Chaudhry; Karan Johar; Ayesha Takia; Sanjay Suri; Juhi Chawla; Boman Irani; Sunil Shetty,,,yes,Vivek Oberoi
2005,Mr Ya Miss,Antara Mali,Rushad Rana; Antara Mali; Aftab Shivdasani; Riteish Deshmukh,,,no,
2005,Ek Ajnabee,Apoorva Lakhia,Amitabh Bachchan; Arjun Rampal; Perizaad Zorabian; Vikram Chatwal; Abhishek Bachchan; Akhilendra Mishra,,,yes,Abhishek Bachchan
2005,Kalyug,Mohit Suri,Kunal Khemu; Amrita Singh; Emraan Hashmi; Deepal Shaw; Smilie Suri; Ashutosh Rana; Atul Parchure; Sheena Bajaj,,,yes,Emraan Hashmi
2005,Neal 'n' Nikki,Arjun Sablok,Uday Chopra; Tanisha; Abhishek Bachchan; Gaurav Gera; Richa Pallod,₹ 10.43 crore,10.43,yes,Uday Chopra; Abhishek Bachchan
2005,Bluffmaster!,Rohan Sippy,Abhishek Bachchan; Priyanka Chopra; Mahesh Thakur; Nana Patekar; Riteish Deshmukh; Boman Irani; Tinnu Anand; Sanjay Mishra,₹ 32.7 crore,32.70,yes,Abhishek Bachchan
2005,Dosti: Friends Forever,Suneel Darshan,Akshay Kumar; Bobby Deol; Lara Dutta; Kareena Kapoor; Juhi Chawla; Shakti Kapoor; Lillete Dubey; Aman Verma; Sherlyn Chopra; Karishma Tanna; Kiran Kumar,₹ 230 million,23.00,yes,Bobby Deol; Kareena Kapoor
2005,Vaah! Life Ho Toh Aisi!,Mahesh Manjrekar,Sanjay Dutt; Shahid Kapoor; Amrita Rao; Arshad Warsi; Mohnish Bahl; Radhika Apte; Rajat Bedi; Upasna Singh,₹ 190 million,19.00,yes,Sanjay Dutt; Shahid Kapoor; Mohnish Bahl
2005,Anjaane,Harry W. Fernandes,Manisha Koirala; Sanjay Kapoor,₹ 13.50 lakh,0.14,yes,Sanjay Kapoor
2005,Mr Prime Minister,Dev Anand,Dev Anand; Prem Chopra; Milind Gunaji; A.K. Hangal,,,no,
2005,Shikhar,John Matthew Matthan,Ajay Devgn; Bipasha Basu; Shahid Kapoor; Javed Sheikh; Amrita Rao; John Abraham,₹ 10.3 crore,10.30,yes,Shahid Kapoor
2006,Kudiyon Ka Hai Zamana,Amar Butala,Rekha; Mahima Chaudhry; Vasundhara Das; Kim Sharma; Ashmit Patel,,,yes,Rekha
2006,Devaki,Bappaditya Bandopadhyay,Ram Kapur; Perizaad Zorabian; Suman Ranganathan,,,no,
2006,Jawani Diwani: A Youthful Joyride,Manish Sharma,Emraan Hashmi; Hrishita Bhatt; Celina Jaitley; Sherlyn Chopra,,,yes,Emraan Hashmi
2006,Zinda,Sanjay Gupta,Sanjay Dutt; John Abraham; Lara Dutta; Celina Jaitley; Mahesh Manjrekar; Rajendranath Zutshi; Alisha Baig; Gaurav Chanana,₹17.6 crore,17.60,yes,Sanjay Dutt
2006,Rang De Basanti,Rakeysh Omprakash Mehra,Aamir Khan; Kunal Kapoor; Soha Ali Khan; Sharman Joshi; Atul Kulkarni; Madhavan; Alice Patten; Cyrus Sahukar; Waheeda Rehman; Kirron Kher; Om Puri; Anupam Kher; Mohan Agashe,₹ 97 crore (US$21.41 million),97.00,yes,Aamir Khan; Soha Ali Khan
2006,Aksar,Anant Mahadevan,Emraan Hashmi; Dino Morea; Udita Goswami; Tara Sharma; Rajat Bedi,,,yes,Emraan Hashmi
2006,Mere Jeevan Saathi,Suneel Darshan,Akshay Kumar; Karisma Kapoor; Amisha Patel,₹ 7.82 crore,7.82,yes,Karisma Kapoor
2006,Aisa Kyon Hota Hai?,Ajay Kanchan,Aryan Vaid; Rati Agnihotri; Johnny Lever,,,no,
2006,Holiday,Pooja Bhatt,Dino Morea; Onjolee Nair; Kashmera Shah,,,no,
2006,Chingaari,Kalpana Lajmi,Sushmita Sen; Mithun Chakraborty; Anuj Sawhney; Sanjay Suri,,,no,
2006,Fight Club: Members Only,Vikram Chopra,Sunil Shetty; Riteish Deshmukh; Zayed Khan; Sohail Khan; Aashish Chaudhary; Yash Tonk; Ashmit Patel; Rahul Dev; Dino Morea; Diya Mirza; Neha Dhupia; Amrita Arora; Murali Sharma,₹ 8.88 crore,8.88,yes,Zayed Khan; Sohail Khan
2006,Rafta Rafta – The Speed,Raj Sharma,Sameer Dharmadhikari; Viraaj Kumar; Urmila Rao; Monica Castelino,,,no,
2006,Humko Tumse Pyaar Hai,Vikram Bhatt,Bobby Deol; Arjun Rampal; Amisha Patel,₹4.33 crore,4.33,yes,Bobby Deol
2006,Taxi No. 9211,Milan Luthria,John Abraham; Nana Patekar; Sameera Reddy; Sonali Kulkarni,₹321.7 million,32.17,no,
2006,Teesri Aankh: The Hidden Camera,Harry Baweja,Sunny Deol; Amisha Patel; Murli Sharma; Neha Dhupia; Mukesh Rishi,,,yes,Sunny Deol
2006,Jigyaasa,Faisal Saif,Hrishita Bhatt; Varsha Usgaonkar; Mukesh Tiwari; Milind Gunaji; Jaya Bhattacharya; Kader Khan,,,no,
2006,Malamaal Weekly,Priyadarshan,Paresh Rawal; Om Puri; Ritesh Deshmukh; Reema Sen; Arbaaz Khan; Shakti Kapoor; Asrani,₹42.76 crore,42.76,yes,Arbaaz Khan
2006,Umar,Karan Razdan,Jimmy Sheirgill; Shenaz Treasurywala; Kader Khan,,,no,
2006,Being Cyrus,Homi Adajania,Saif Ali Khan; Dimple Kapadia; Boman Irani; Naseeruddin Shah; Simone Singh,₹ 46 million,4.60,yes,Saif Ali Khan
2006,Souten: The Other Woman,Karan Razdan,Gulshan Grover; Mahima Chaudhry,,,no,
2006,Chand Ke Paar Chalo,Mustafa Engineer,Preeti Jhangiani; Sanjay Narvekar,,,no,
2006,Banaras,Pankaj Parashar,Urmila Matondkar; Dimple Kapadia; Ashmit Patel; Naseeruddin Shah; Raj Babbar,,,no,
2006,Saawan... The Love Season,Saawan Kumar Tak,Salman Khan; Saloni Aswani; Kapil Jhaveri; Johnny Lever,,,yes,Salman Khan
2006,Shaadi Se Pehle,Satish Kaushik,Akshaye Khanna; Ayesha Takia; Mallika Sherawat; Sunil Shetty; Aftab Shivdasani; Anupam Kher,₹ 188.8 million,18.88,yes,Akshaye Khanna
2006,Eight: The Power of Shani,Karan Razdan,Raj Tara; Gulshan Grover,,,no,
2006,Humko Deewana Kar Gaye,Raj Kanwar,Akshay Kumar; Anil Kapoor; Katrina Kaif; Bipasha Basu; Bhagyashree; Vivek Shauq,₹27 crore,27.00,no,
2006,Pyare Mohan,Indra Kumar,Vivek Oberoi; Fardeen Khan; Esha Deol; Amrita Rao; Boman Irani,,,yes,Vivek Oberoi; Fardeen Khan; Esha Deol
2006,Darna Zaroori Hai,Ram Gopal Varma,Amitabh Bachchan; Anil Kapoor; Sunil Shetty; Bipasha Basu; Arjun Rampal; Riteish Deshmukh; Mallika Sherawat; Randeep Hooda; Rajpal Yadav; Sonali Kulkarni; Nisha Kothari,₹ 10.65 crore,10.65,no,
2006,Gangster: A Love Story,Anurag Basu,Emraan Hashmi; Kangana Ranaut; Shiney Ahuja; Gulshan Grover,₹17.93 crore,17.93,yes,Emraan Hashmi
2006,36 China Town,Abbas–Mustan,Shahid Kapoor; Kareena Kapoor; Priyanka Chopra; Tanushree Dutta; Akshaye Khanna; Isha Koppikar; Upen Patel; Johny Lever; Paresh Rawal; Payal Rohatgi,₹ 38 crore,38.00,yes,Shahid Kapoor; Kareena Kapoor; Akshaye Khanna
2006,Tathastu,Anubhav Sinha,Sanjay Dutt; Amisha Patel; Anup Soni; Gulshan Grover; Darshan Jariwala,,,yes,Sanjay Dutt
2006,"Tom, Dick, and Harry",Deepak Tijori,Jimmy Sheirgill; Dino Morea; Anuj Sawhney; Celina Jaitley; Kim Sharma,,,no,
2006,Aatma,Deepak Ramsay,Kapil Jhaveri; Neha,,,no,
2006,Ankahee,Vikram Bhatt,Aftab Shivdasani; Amisha Patel; Vikas Bhalla; Esha Deol; Hrishita Bhatt; Ashwini Kalsekar,,,yes,Esha Deol
2006,Jaadu Sa Chal Gaya,Dev Basu,Raqesh Bapat; Sudhanshu Pandey; Meera Vasudevan,,,no,
2006,Fanaa,Kunal Kohli,Aamir Khan; Kajol; Tabu; Rishi Kapoor; Shiney Ahuja; Kirron Kher; Lara Dutta; Sharat Saxena,₹ 103 crore (US$22.73 million),103.00,yes,Aamir Khan; Kajol; Rishi Kapoor
2006,Love Ke Chakkar Mein,B. H. Tharunkumar,Akshat Bhatia; Rishi Kapoor; Namitha; Satish Shah,,,yes,Rishi Kapoor
2006,Sacred Evil – A True Story,Abhigyan Jha,Sarika,,,no,
2006,Chup Chup Ke,Priyadarshan,Shahid Kapoor; Kareena Kapoor; Neha Dhupia; Sunil Shetty; Paresh Rawal; Rajpal Yadav; Shakti Kapoor; Om Puri; Anupam Kher,₹25.58 crore,25.58,yes,Shahid Kapoor; Kareena Kapoor
2006,Phir Hera Pheri,Neeraj Vora,Akshay Kumar; Sunil Shetty; Paresh Rawal; Bipasha Basu; Rimi Sen; Kashmera Shah; Johny Lever; Gulshan Grover,₹ 69 crore (US$15.23 million),69.00,no,
2006,Alag,Ashu Trikha,Yatin Karyekar; Dia Mirza; Shah Rukh Khan; Mukesh Tiwari; Arjun Rampal; Akshay Kapoor; Karan Johar; Sushmita Sen,₹ 56 lakh,0.56,no,
2006,Krrish,Rakesh Roshan,Rekha; Hrithik Roshan; Priyanka Chopra; Naseeruddin Shah,₹ 126.5 crore (US$27.92 million),126.50,yes,Rekha; Hrithik Roshan
2006,Corporate,Madhur Bhandarkar,Bipasha Basu; Kay Kay Menon; Minissha Lamba; Payal Rohatgi,₹150.6 Million INR,15.06,no,
2006,Golmaal: Fun Unlimited,Rohit Shetty,Ajay Devgn; Arshad Warsi; Sharman Joshi; Tusshar Kapoor; Paresh Rawal; Rimi Sen; Sushmita Mukherjee,₹41.25 crore,41.25,yes,Tusshar Kapoor
2006,The Killer,Hasnain Hyderabadwala,Irrfan Khan; Emraan Hashmi; Nisha Kothari,₹ 65 million,6.50,yes,Emraan Hashmi
2006,The Real Dream Girls,Suresh Jain,Gulshan Rana; Tanveer Hashmi; Karishma; Dipti Verma,,,no,
2006,Yun Hota Toh Kya Hota,Nasseruddin Shah,Ayesha Takia; Konkona Sen Sharma; Paresh Rawal,,,no,
2006,Omkara,Vishal Bhardwaj,Ajay Devgn; Kareena Kapoor; Saif Ali Khan; Konkona Sen Sharma; Vivek Oberoi; Bipasha Basu,₹ 42 crore,42.00,yes,Kareena Kapoor; Saif Ali Khan; Vivek Oberoi
2006,Anthony Kaun Hai?,Raj Kaushal,Sanjay Dutt; Arshad Warsi; Minissha Lamba; Anusha Dhandekar; Gulshan Grover,₹172.1 million,17.21,yes,Sanjay Dutt
2006,Darwaaza Bandh Rakho,J. D. Chakravarthy,Aftab Shivdasani; Manisha Koirala; Gulshan Grover; Snehal Dabi; Chunky Pandey,₹ 2.32 crore,2.32,no,
2006,Shaadi Karke Phas Gaya Yaar,K. S. Adiyaman,Salman Khan; Shilpa Shetty; Mohnish Bahl; Shakti Kapoor; Supriya Karnik; Reema Lagoo,₹ 5.02 crore,5.02,yes,Salman Khan; Mohnish Bahl
2006,Kabhi Alvida Naa Kehna,Karan Johar,Amitabh Bachchan; Shah Rukh Khan; Abhishek Bachchan; Rani Mukerji; Preity Zinta; Kirron Kher,₹ 113 crore (US$24.94 million),113.00,yes,Abhishek Bachchan; Rani Mukerji
2006,Ahista Ahista,Shivam Nair,Abhay Deol; Soha Ali Khan; Shayan Munshi; Brijendra Kala; Richa Chadda; Shakeel Khan,,,yes,Abhay Deol; Soha Ali Khan
2006,Aap Ki Khatir,Dharmesh Darshan,Sunil Shetty; Akshaye Khanna; Dino Morea; Anupam Kher; Sharat Saxena; Lillete Dubey; Amisha Patel; Priyanka Chopra,₹ 13 crore,13.00,yes,Akshaye Khanna
2006,Sandwich,Anees Bazmee,Govinda; Raveena Tandon; Mahima Chaudhry,,,no,
2006,Jaane Hoga Kya,"Glen Barretto, Ankush Mohla",Aftab Shivdasani; Bipasha Basu; Preeti Jhangiani; Paresh Rawal; Rahul Dev,₹ 2.85 crore,2.85,no,
2006,Lage Raho Munna Bhai,Rajkumar Hirani,Sanjay Dutt; Arshad Warsi; Vidya Balan; Boman Irani; Dia Mirza; Jimmy Shergill,₹ 126.2 crore (US$27.85 million),126.20,yes,Sanjay Dutt
2006,Dil Diya Hai,Aaditya Datt,Emraan Hashmi; Kitu Gidwani; Ranjeet; Ashmit Patel; Geeta Basra; Mithun Chakraborty,₹ 32.5 million,3.25,yes,Emraan Hashmi
2006,Naksha,Sachin Bajaj,Sunny Deol; Vivek Oberoi; Sameera Reddy; Jackie Shroff,,,yes,Sunny Deol; Vivek Oberoi
2006,Bas Ek Pal,Onir,Juhi Chawla; Urmila Matondkar; Jimmy Sheirgill; Sanjay Suri,,,no,
2006,Pyaar Ke Side Effects,Saket Chaudhary,Rahul Bose; Mallika Sherawat; Jas Arora; Ranvir Shorey; Aamir Bashir,,,no,
2006,Shiva,Ram Gopal Varma,Mohit Ahlawat; Nisha Kothari,3.43 crore,,no,
2006,Dor,Nagesh Kukunoor,Ayesha Takia; Gul Panag; Shreyas Talpade; Vishal Malhotra,,,no,
2006,Khosla Ka Ghosla,Dibakar Banerjee,Anupam Kher; Boman Irani; Parvin Dabas; Nitesh Pandey; Kiran Juneja; Tara Sharma; Ranvir Shorey; Danish Aslam; Vinay Pathak,"est. ₹ 6.67 crore (US$700,000) (India Net Collection)",6.67,no,
2006,Rocky,Suresh Krishna,Zayed Khan; Minissha Lamba; Rajat Bedi; Isha Sharvani,₹3.04 crore,3.04,yes,Zayed Khan
2006,Krishna,Amar Khan,Sonu Nigam; Sunidhi Chauhan,,,no,
2006,Woh Lamhe...,Mohit Suri,Kangana Ranaut; Shiney Ahuja; Purab Kohli,₹ 14.98 crores,14.98,no,
2006,Bhoot Unkle,Mukesh Saigal,Jackie Shroff; Sheena Bajaj,,,no,
2006,Jaana - Let's Fall In Love,"Glen Barretto, Ankush Mohla",Rajesh Khanna; Zeenat Aman; Rehan Khan; Anjana Sukhani; Rajeev Verma,,,no,
2006,Iqraar by Chance,K. Ravi Shankar,Shilpa Anand; Amarjeet Shukla; Rahul Dev; Arbaaz Khan,,,yes,Arbaaz Khan
2006,Zindaggi Rocks,Tanuja Chandra,Sushmita Sen; Shiney Ahuja,,,no,
2006,Utthaan,Ujjhal Chatterjee,Priyanshu Chatterjee; Neha Dhupia; Sudesh Berry,,,no,
